Módulo de Análise: Origem de Dados da Coleta;;;;;;
Data de solicitação 26/02/2020;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Qualidade;Origem;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;14;44,017;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;15;45,838;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;16;45,63;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;17;41,343;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;18;43,282;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;19;41,47;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;20;35,665;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;21;35,924;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;22;36,534;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;23;33,936;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;24;30,074;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;1;25,867;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;2;29,113;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;3;30,097;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;4;28,863;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;5;27,91;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;6;27,106;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;7;31,433;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;8;38,484;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;9;38,691;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;10;36,102;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;11;39,161;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;12;38,249;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;13;39,616;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;14;41,925;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;15;42,723;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;16;38,47;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;17;40,645;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;18;41,762;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;19;39,671;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;20;37,744;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;21;36,564;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;22;35,563;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;23;30,686;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);03/01/2020;24;30,082;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;1;25,27;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;2;28,869;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;3;29,433;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;4;28,248;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;5;27,132;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;6;27,48;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;7;29,916;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;8;36,585;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;9;37,59;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;10;34,315;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;11;38,323;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;12;39,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;13;38,136;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;14;42,491;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;15;41,902;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;16;38,431;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;17;41,16;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;18;37,973;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;19;39,058;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;20;41,637;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;21;41,827;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;22;32,491;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;23;27,348;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);04/01/2020;24;31,076;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;1;29,94;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;2;28,923;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;3;25,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;4;28,165;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;5;29,889;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;6;29,086;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;7;25,171;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;8;34,235;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;9;40,524;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;10;39,02;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;11;35,471;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;12;36,977;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;13;41,483;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;14;34,83;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;15;29,946;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;16;25,461;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;17;29,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;18;29,638;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;19;27,478;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;20;23,293;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;21;27,793;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;22;28,279;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;23;27,031;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);05/01/2020;24;25,692;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;1;25,618;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;2;27,434;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;3;28,214;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;4;25,605;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;5;24,118;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;6;28,185;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;7;28,765;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;8;36,144;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;9;35,796;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;10;40,551;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;11;38,896;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;12;40,679;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;13;38,035;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;14;41,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;15;41,697;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;16;39,587;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;17;42,025;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;18;42,081;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;19;38,355;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;20;35,469;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;21;41,376;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;22;36,973;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;23;31,893;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);06/01/2020;24;26,892;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;1;29,733;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;2;30,304;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;3;30,631;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;4;27,381;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;5;28,121;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;6;29,829;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;7;31,507;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;8;36,368;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;9;38,777;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;10;42,416;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;11;42,765;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;12;43,048;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;13;39,893;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;14;43,91;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;15;42,043;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;16;42,307;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;17;45,597;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;18;44,69;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;19;39,917;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;20;36,009;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;21;40,732;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;22;37,327;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;23;31,281;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);07/01/2020;24;27,001;Completo;INSPEÇÃO LÓGICA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;1;29,516;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;2;31,679;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;3;30,806;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;4;28,382;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;5;28,149;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;6;31,133;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;7;31,777;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;8;38,579;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;9;38,695;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;10;35,138;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;11;43,875;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;12;43,558;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;13;40,78;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;14;40,66;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;15;45,873;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;16;41,763;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;17;40,887;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;18;43,848;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;19;39,926;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;20;39,716;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;21;36,295;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;22;33,897;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;23;33,402;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);08/01/2020;24;31,89;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;1;25,981;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;2;28,39;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;3;32,461;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;4;28,778;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;5;29,993;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;6;26,578;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;7;30,672;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;8;39,54;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;9;37,155;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;10;41,083;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;11;41,313;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;12;44,589;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;13;43,573;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;14;48,678;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;15;43,284;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;16;44,06;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;17;44,798;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;18;43,387;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;19;37,028;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;20;42,373;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;21;42,247;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;22;36,834;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;23;30,576;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);09/01/2020;24;30,656;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;1;30,689;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;2;32,62;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;3;29,967;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;4;26,444;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;5;32,29;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;6;31,169;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;7;29,567;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;8;34,234;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;9;39,999;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;10;40,378;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;11;42,699;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;12;37,298;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;13;40,851;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;14;42,997;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;15;44,619;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;16;37,396;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;17;43,089;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;18;43,87;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;19;41,809;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;20;38,201;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;21;40,848;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;22;38,303;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;23;33,695;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);10/01/2020;24;30,083;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;1;28,086;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;2;32,613;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;3;32,137;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;4;29,032;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;5;28,292;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;6;31,584;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;7;31,415;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;8;39,502;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;9;37,339;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;10;41,964;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;11;43,738;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;12;42,399;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;13;44,853;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;14;45,428;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;15;47,244;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;16;39,841;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;17;43,885;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;18;44,944;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;19;42,929;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;20;38,65;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;21;39,435;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;22;39,458;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;23;33,95;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);11/01/2020;24;32,285;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;1;27,628;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;2;32,269;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;3;33,126;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;4;31,093;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;5;28,435;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;6;30,564;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;7;31,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;8;37,129;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;9;37,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);12/01/2020;10;41,248;Completo;COLETA DIÁRIA;
