"Módulo de Análise: Origem de Dados da Coleta";
"Data de solicitação 06/01/2020";
"Período Solicitado de 01/01/2020 até 31/01/2020";
"Agente";"Ponto / Grupo";"Data";"Hora";"Ativa C (kWh)";"Ativa G (kWh)";"Reativa C (kVArh)";"Reativa G (kVArh)";"Qualidade";"Origem";
"EMBALATEC";"SPEBITENTR101 (L)";04/01/2020;20;317,350;0,000;86,265;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";04/01/2020;21;586,612;0,000;367,025;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";04/01/2020;22;705,473;0,000;459,936;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";04/01/2020;23;729,555;0,000;480,886;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";04/01/2020;24;691,606;0,000;454,630;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;1;402,096;0,000;184,602;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;2;247,257;0,000;79,646;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;3;242,121;0,000;83,734;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;4;240,789;0,000;84,216;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;5;240,386;0,000;85,709;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;6;239,009;0,000;83,706;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;7;625,064;0,000;388,149;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;8;730,515;0,000;464,157;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;9;688,958;0,000;430,194;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;10;678,854;0,000;419,784;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;11;319,531;0,000;100,245;0,227;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;12;613,541;0,000;388,837;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;13;715,297;0,000;454,189;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;14;632,181;0,000;394,260;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;15;577,316;0,000;322,477;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;16;460,552;0,000;204,632;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;17;504,356;0,000;213,317;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;18;519,815;0,000;245,761;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;19;528,540;0,000;284,347;0,076;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;20;248,996;0,000;70,077;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;21;614,315;0,000;357,076;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;22;619,255;0,000;343,110;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;23;593,702;0,000;332,639;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";05/01/2020;24;612,254;0,000;317,013;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;1;479,081;0,000;246,080;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;2;366,127;0,000;166,892;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;3;265,426;0,000;76,836;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;4;266,313;0,000;93,299;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;5;262,650;0,000;90,289;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;6;266,780;0,000;95,169;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;7;578,173;0,000;333,153;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;8;665,324;0,000;417,086;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;9;656,515;0,000;401,483;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;10;650,202;0,000;401,987;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;11;327,230;0,000;110,637;0,026;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;12;541,005;0,000;331,684;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;13;691,144;0,000;443,149;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;14;661,799;0,000;435,455;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;15;579,602;0,000;379,549;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;16;473,528;0,000;260,389;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;17;492,495;0,000;272,843;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;18;493,876;0,000;174,172;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;19;471,659;0,000;187,023;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;20;308,709;0,000;70,015;0,141;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;21;546,123;0,000;332,682;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;22;583,201;0,000;338,668;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;23;243,460;0,000;85,893;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";06/01/2020;24;236,380;0,000;77,266;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;1;236,525;0,000;76,679;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;2;237,644;0,000;79,347;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;3;232,592;0,000;77,739;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;4;233,513;0,000;77,799;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;5;237,441;0,000;81,784;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;6;230,749;0,000;74,310;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;7;495,423;0,000;297,083;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;8;584,990;0,000;378,034;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;9;578,097;0,000;364,969;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;10;589,226;0,000;369,224;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;11;410,472;0,000;165,259;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;12;559,417;0,000;272,161;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;13;613,132;0,000;395,397;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;14;582,592;0,000;378,681;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;15;537,047;0,000;311,338;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;16;354,092;0,000;62,097;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;17;368,359;0,000;72,943;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;18;310,889;0,000;34,325;0,673;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;19;77,276;0,000;12,661;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;20;0,009;0,000;0,008;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;21;38,498;0,000;10,921;6,768;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;22;242,607;0,000;67,320;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;23;236,234;0,000;60,178;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";07/01/2020;24;237,624;0,000;62,818;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;1;236,010;0,000;60,849;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;2;229,234;0,000;65,096;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;3;234,934;0,000;72,899;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;4;236,443;0,000;73,164;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;5;228,200;0,000;65,021;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;6;225,049;0,000;66,506;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;7;223,066;0,000;67,151;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;8;219,415;0,000;64,423;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;9;215,139;0,000;58,127;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;10;222,597;0,000;66,519;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;11;225,599;0,000;69,571;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;12;216,839;0,000;63,855;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;13;216,756;0,000;65,041;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;14;218,324;0,000;67,595;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;15;216,537;0,000;63,979;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;16;217,477;0,000;65,584;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;17;215,881;0,000;64,413;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;18;214,348;0,000;62,586;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;19;224,892;0,000;62,790;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;20;226,262;0,000;56,293;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;21;223,891;0,000;52,893;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;22;227,944;0,000;57,513;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;23;224,845;0,000;69,539;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";08/01/2020;24;225,388;0,000;52,892;0,007;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;1;227,527;0,000;47,535;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;2;229,192;0,000;69,078;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;3;230,598;0,000;70,512;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;4;230,078;0,000;70,103;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;5;227,662;0,000;65,946;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC";"SPEBITENTR101 (L)";09/01/2020;6;223,679;0,000;51,961;0,000;"Completo";"COLETA DIÁRIA";
