Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 26/02/2020;;;;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;14;111,072;0;66,08;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;15;116,192;0;69,952;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;16;105,92;0;66,24;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;17;112,192;0;68,48;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;18;105,376;0;65,088;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;19;96,064;0;57,056;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;20;96,992;0;57,28;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;21;101,472;0;61,088;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;22;99,04;0;57,568;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;23;101,152;0;57,472;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);01/01/2020;24;104,256;0;57,664;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;1;107,392;0;54,528;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;2;98,4;0;56,096;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;3;87,008;0;56,832;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;4;87,296;0;54,144;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;5;107,488;0;56,288;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;6;94,112;0;56,96;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;7;95,168;0;54,592;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;8;176,256;0;84;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;9;204,352;0;97,696;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;10;203,616;0;97,216;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;11;198,752;0;92,224;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;12;196,448;0;90,976;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;13;207,808;0;97,12;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;14;214,464;0;105,344;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;15;219,424;0;99,648;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;16;213,952;0;96,864;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;17;180,288;0;87,68;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;18;177,472;0;94,176;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;19;157,664;0;83,136;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;20;135,968;0;74,464;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;21;130,24;0;66,784;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;22;126,208;0;70,56;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;23;101,312;0;59,264;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);02/01/2020;24;100,704;0;62,336;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;1;104,992;0;54,88;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;2;94,176;0;57,568;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;3;85,44;0;57,888;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;4;83,232;0;56,992;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;5;91,136;0;54,24;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;6;91,584;0;63,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;7;99,584;0;66,688;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;8;162,848;0;87,904;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;9;6,24;0;0,736;17,568;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;10;181,184;0;95,936;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;11;188,928;0;98,048;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;12;175,264;0;94,336;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;13;171,36;0;82,016;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;14;211,968;0;93,216;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;15;211,488;0;102,624;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;16;165,44;0;84,128;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;17;158,048;0;87,744;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;18;163,456;0;84,064;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;19;140,704;0;71,808;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;20;131,168;0;70,176;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;21;123,936;0;68,256;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;22;111,168;0;50,752;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;23;110,016;0;71,04;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);03/01/2020;24;93,568;0;62,112;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;1;87,904;0;47,84;0,032;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;2;93,088;0;55,936;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;3;91,84;0;62,912;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;4;81,984;0;49,376;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;5;88,768;0;57,12;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;6;82,72;0;50,592;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;7;82,368;0;50,592;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;8;119,168;0;67,488;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;9;139,68;0;80,672;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;10;132,736;0;68,256;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;11;149,472;0;83,04;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;12;153,824;0;84,352;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;13;164,672;0;82,272;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;14;154,72;0;74,816;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;15;148,608;0;76,48;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;16;135,232;0;68,704;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;17;141,792;0;75,072;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;18;141,12;0;66,912;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;19;138,24;0;63,168;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;20;139,136;0;68,928;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;21;141,792;0;72,192;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;22;128,96;0;58,272;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;23;119,36;0;64,928;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);04/01/2020;24;105,984;0;63,808;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;1;103,456;0;54,048;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;2;101,952;0;56,352;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;3;104,768;0;63,488;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;4;97,12;0;58,208;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;5;106,144;0;59,552;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;6;96,896;0;57,504;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;7;105,952;0;54,944;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;8;138,464;0;68,704;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;9;141,952;0;74,336;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;10;124,48;0;59,296;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;11;140,128;0;67,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;12;142,496;0;72,96;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;13;138,912;0;67,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;14;137,856;0;64,032;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;15;140,608;0;68,608;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;16;131,776;0;67,616;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;17;132,448;0;66,528;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;18;129,504;0;66,4;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;19;128,512;0;59,488;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;20;130,24;0;63,232;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;21;112,064;0;62,464;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;22;91,104;0;51,744;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;23;100,736;0;55,552;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);05/01/2020;24;102,56;0;60,48;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;1;99,904;0;51,584;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;2;97,056;0;51,616;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;3;99,36;0;56,768;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;4;94,464;0;54,944;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;5;102,016;0;56,096;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;6;94,976;0;54,752;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;7;105,632;0;52,512;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;8;181,376;0;86,592;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;9;201,312;0;98,304;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;10;193,696;0;87,392;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;11;204,384;0;91,808;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;12;208;0;97,824;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;13;211,712;0;96,416;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;14;207,232;0;91,04;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;15;210,848;0;98,432;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;16;204,64;0;96,928;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;17;194,24;0;91,808;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;18;184,96;0;87,584;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;19;151,488;0;71,36;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;20;140,064;0;66,496;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;21;142,88;0;71,904;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;22;129,6;0;62,976;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;23;111,968;0;59,872;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);06/01/2020;24;110,592;0;64,128;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;1;108,032;0;58,336;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;2;100,608;0;55,296;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;3;92,64;0;59,456;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;4;85,792;0;56,16;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;5;89,024;0;56,064;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;6;82,752;0;53,76;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;7;86,144;0;52,416;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;8;153,792;0;80,16;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;9;154,464;0;82,56;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;10;177,504;0;90,528;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;11;189,44;0;94,592;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;12;214,752;0;103,36;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;13;221,408;0;99,072;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;14;207,872;0;95,392;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;15;241,184;0;100;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;16;198,656;0;92,32;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;17;201,12;0;91,232;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;18;192,608;0;89,376;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;19;160,928;0;72,384;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;20;138,144;0;59,168;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;21;145,728;0;68,224;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;22;134,816;0;64,576;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;23;109,856;0;62,272;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);07/01/2020;24;108,064;0;59,04;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;1;111,872;0;60,832;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;2;97,184;0;57,472;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;3;104,608;0;63,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;4;100,992;0;56,928;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;5;105,984;0;62,08;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;6;105,76;0;60,064;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;7;110,24;0;60,48;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;8;180,768;0;79,744;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;9;195,872;0;91,552;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;10;184,928;0;91,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;11;215,36;0;95,84;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;12;222,016;0;95,008;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;13;214,56;0;103,168;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;14;219,136;0;96,32;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;15;218,56;0;93,056;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;16;175,008;0;84,832;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;17;158,496;0;81,376;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;18;165,312;0;88,096;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;19;141,376;0;72,416;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;20;132,64;0;62,624;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;21;144,8;0;73,088;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;22;131,456;0;66,112;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;23;105,504;0;61,056;0,032;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);08/01/2020;24;95,776;0;57,12;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;1;102,528;0;58,72;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;2;89,984;0;55,84;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;3;95,2;0;62,432;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;4;96,416;0;58,624;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;5;106,176;0;58,976;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;6;105,184;0;60,704;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;7;112,032;0;61,056;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;8;153,504;0;75,936;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;9;177,92;0;94,944;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;10;194,432;0;94,304;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;11;216,96;0;99,424;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;12;222,752;0;101,472;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;13;229,184;0;102,912;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;14;228,64;0;103,84;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;15;227,808;0;103,52;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;16;215,872;0;99,104;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;17;195,36;0;88,448;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;18;203,104;0;95,488;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;19;178,176;0;78,432;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;20;145,984;0;63,872;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;21;133,28;0;70,208;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;22;134,656;0;72,704;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;23;114,176;0;65,312;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);09/01/2020;24;106,208;0;65,28;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;1;106,528;0;60,896;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;2;95,872;0;60,096;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;3;96,896;0;64,864;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;4;101,408;0;62,208;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;5;105,536;0;58,656;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;6;104,064;0;68,064;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;7;106,432;0;63,296;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;8;146,304;0;77,632;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSPIENTR101 (B);10/01/2020;9;3,136;0;0,736;18,624;Completo;COLETA DIÁRIA
