Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 26/02/2020;;;;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;14;143,862;0;59,474;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;15;148,086;0;67,106;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;16;154,828;0;73,927;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;17;140,554;0;60,499;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;18;145,326;0;64,925;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;19;138,764;0;61,194;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;20;133,056;0;59,533;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;21;129,661;0;58,202;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;22;130,717;0;58,605;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;23;101,715;0;49,394;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);21/01/2020;24;95,256;0;53,622;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;1;89,256;0;46,191;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;2;95,347;0;46,358;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;3;88,6;0;44,82;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;4;88,144;0;44,605;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;5;80,536;0;37,921;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;6;90,983;0;46,871;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;7;99,952;0;40,765;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;8;121,751;0;49,795;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;9;123,299;0;53,402;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;10;131,729;0;55,245;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;11;133,783;0;54,157;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;12;141,019;0;60,135;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;13;137,032;0;59,286;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;14;142,603;0;58,397;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;15;147,961;0;68,262;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;16;146,477;0;65,808;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;17;140,237;0;59,257;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;18;143,66;0;60,825;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;19;139,939;0;63,005;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;20;133,08;0;58,539;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;21;131,071;0;59,041;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;22;129,98;0;56,459;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;23;104,589;0;53,826;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);22/01/2020;24;96,66;0;52,918;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;1;93,88;0;50,904;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;2;95,3;0;45,639;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;3;92,597;0;49,163;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;4;91,139;0;45,867;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;5;88,587;0;44,822;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;6;93,693;0;43,831;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;7;99,02;0;47,704;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;8;125,361;0;48,94;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;9;127,252;0;55,558;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;10;133,207;0;56,372;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;11;135,808;0;58,292;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;12;139,578;0;59,586;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;13;137,51;0;63,364;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;14;132,075;0;53,989;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;15;136,712;0;61,18;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;16;132,002;0;56,848;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;17;130,363;0;56,13;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;18;134,122;0;54,738;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;19;141,697;0;63,343;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;20;129,001;0;55,563;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;21;129,303;0;55,55;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;22;125,418;0;53,125;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;23;103,906;0;50,936;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);23/01/2020;24;17,853;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;1;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;2;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;3;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;4;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;5;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;6;0;0;0;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;7;0;0;0;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;8;0;0;0;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;9;0;0;0;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;10;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;11;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;12;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;13;30,632;0;11,992;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;14;132,447;0;56,908;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;15;139,074;0;63,598;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;16;138,044;0;60,315;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;17;135,687;0;57,823;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;18;138,02;0;59,931;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;19;130,854;0;56,858;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;20;125,425;0;54,111;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;21;123,276;0;52,926;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;22;119,301;0;51,952;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;23;93,74;0;46,043;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);24/01/2020;24;89,75;0;46,364;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;1;90,153;0;47,503;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;2;82,489;0;35,333;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;3;85,161;0;43,562;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;4;80,45;0;36,727;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;5;79,397;0;38,653;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;6;86,517;0;39,92;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;7;90,909;0;41,433;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;8;121,733;0;47,333;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;9;127,951;0;57,691;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;10;128,465;0;52,632;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;11;133,513;0;54,694;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;12;132,897;0;56,784;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;13;128,853;0;58,476;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;14;132,962;0;54,231;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;15;138,97;0;61,714;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;16;140,828;0;64,613;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;17;135,842;0;57,051;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;18;141,725;0;60,665;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;19;134,716;0;60,12;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;20;125,647;0;53,296;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;21;124,358;0;54,205;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;22;128,496;0;55,793;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;23;99,205;0;46,905;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);25/01/2020;24;91,834;0;49,396;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;1;86,251;0;43,086;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;2;84,067;0;39,323;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;3;83,87;0;41,366;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;4;81,977;0;41,491;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;5;77,358;0;36,676;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;6;88,519;0;42,649;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;7;89,011;0;38,135;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;8;119,265;0;45,699;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;9;126,144;0;54,784;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;10;129,998;0;56,207;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;11;128,949;0;51,294;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;12;136,522;0;59,741;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;13;133,829;0;60,509;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;14;136,334;0;57,72;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;15;138,686;0;59,146;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;16;135,347;0;63,537;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;17;127,976;0;56,212;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;18;130,933;0;58,298;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;19;127,32;0;58,72;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;20;123,115;0;54,795;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;21;98,042;0;42,63;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;22;91,513;0;46,374;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;23;82,961;0;39,328;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);26/01/2020;24;83,469;0;40,526;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;1;77,405;0;37,671;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;2;79,253;0;36,23;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;3;74,439;0;32,805;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;4;77,038;0;36,026;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;5;72,483;0;31,47;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;6;84,614;0;36,059;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;7;102,66;0;42,027;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;8;113,561;0;42,484;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;9;34,569;0;14,521;0,174;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;10;85,505;0;35,372;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;11;123,683;0;49,713;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;12;129,257;0;54,298;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;13;88,956;0;34,541;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;14;87,485;0;30,861;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;15;100,9;0;39,968;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;16;150,879;0;66,305;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;17;136,114;0;56,433;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;18;133,956;0;55,525;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;19;127,039;0;53,314;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;20;119,854;0;50,06;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;21;121,964;0;52,034;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;22;120,917;0;49,18;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;23;98,651;0;46,152;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);27/01/2020;24;91,441;0;45,535;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;1;89,463;0;43,306;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;2;88,902;0;42,315;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;3;86,015;0;43,612;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;4;83,651;0;38,298;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;5;82,598;0;39,608;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;6;87,969;0;42,878;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;7;93,636;0;41,504;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;8;117,073;0;45,524;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;9;122,425;0;51,656;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;10;126,969;0;53,803;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;11;132,158;0;53,642;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;12;136,985;0;58,454;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;13;139,219;0;58,405;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;14;139,933;0;57,987;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;15;134,68;0;56,018;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;16;145,54;0;62,445;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;17;92,033;0;36,065;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;18;120,295;0;50,636;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;19;64,905;0;19,218;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;20;138,51;0;58,116;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;21;130,543;0;54,057;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;22;126,326;0;54,884;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;23;101,071;0;47,503;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);28/01/2020;24;94,813;0;51,837;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;1;87,749;0;42,869;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;2;87,719;0;43,783;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;3;83,089;0;41,689;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;4;87,744;0;44,461;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;5;80,328;0;38,652;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;6;88,282;0;45,337;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;7;88,73;0;40,513;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;8;117,517;0;45,987;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;9;121,843;0;51,74;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;10;131,082;0;57,606;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;11;130,181;0;53,124;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;12;141,928;0;62,561;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;13;137,006;0;60,001;0,039;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;14;137,516;0;56,667;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;15;139,693;0;59,372;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;16;143,505;0;63,926;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;17;137,147;0;59,473;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;18;147,804;0;64,794;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;19;145,011;0;62,952;0;Completo;INSPEÇÃO LÓGICA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;20;72,71;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;21;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;22;0;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;23;2,232;0;0;0;Completo;AJUSTADO
DELTA SUPERMERCADO;SPDSBAENTR101 (B);29/01/2020;24;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;1;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;2;0;0;0;0;Completo;COLETA DIÁRIA
DELTA SUPERMERCADO;SPDSBAENTR101 (B);30/01/2020;3;0;0;0;0;Completo;COLETA DIÁRIA
