"Módulo de Análise: Origem de Dados da Coleta";
"Data de solicitação 06/01/2020";
"Período Solicitado de 01/01/2020 até 31/01/2020";
"Agente";"Ponto / Grupo";"Data";"Hora";"Ativa C (kWh)";"Ativa G (kWh)";"Reativa C (kVArh)";"Reativa G (kVArh)";"Qualidade";"Origem";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;7;147,480;0,000;35,190;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;8;161,810;0,000;46,140;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;9;159,840;0,000;52,460;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;10;141,050;0,000;35,640;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;11;115,200;0,000;23,320;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;12;137,400;0,000;34,480;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;13;146,510;0,000;43,740;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;14;152,700;0,000;54,560;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;15;137,940;0,000;49,010;0,070;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;16;150,240;0,000;45,690;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;17;152,280;0,000;45,580;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;18;120,840;0,000;22,420;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;19;123,620;0,000;21,940;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;20;90,480;0,000;11,810;0,100;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;21;105,180;0,000;21,830;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;22;145,360;0,000;20,740;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;23;140,640;0,000;18,760;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";19/01/2020;24;137,390;0,000;20,330;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;1;63,140;0,000;6,820;0,050;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;2;13,760;0,000;0,050;0,080;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;3;13,690;0,000;0,180;0,010;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;4;13,680;0,000;0,090;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;5;13,540;0,000;0,010;0,080;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;6;20,880;0,000;1,400;3,080;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;7;138,300;0,000;49,420;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;8;143,840;0,000;64,180;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;9;130,530;0,000;42,680;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;10;64,820;0,000;20,490;0,500;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;11;33,320;0,000;9,060;0,460;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;12;54,750;0,000;11,220;1,360;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;13;137,380;0,000;40,280;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;14;146,340;0,000;51,210;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;15;135,580;0,000;36,120;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;16;127,500;0,000;31,050;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;17;139,380;0,000;30,100;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;18;139,360;0,000;26,290;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;19;144,280;0,000;36,380;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;20;90,190;0,000;16,380;0,050;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;21;106,560;0,000;25,510;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;22;155,290;0,000;36,850;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;23;150,510;0,000;28,630;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";20/01/2020;24;145,660;0,000;24,670;0,010;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;1;12,910;0,000;0,110;1,530;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;2;10,500;0,000;0,000;2,370;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;3;10,610;0,000;0,000;2,200;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;4;10,590;0,000;0,000;2,190;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;5;10,510;0,000;0,000;2,300;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;6;17,910;0,000;0,000;4,430;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;7;102,480;0,000;29,270;0,140;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;8;108,090;0,000;25,260;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;9;99,420;0,000;17,540;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;10;98,360;0,000;18,260;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;11;93,620;0,000;20,220;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;12;127,870;0,000;31,220;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;13;135,240;0,000;29,440;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;14;136,780;0,000;30,520;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;15;118,210;0,000;21,280;0,020;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;16;6,630;0,000;0,000;3,190;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;17;5,680;0,000;0,000;3,490;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;18;5,470;0,000;0,000;3,860;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;19;5,230;0,000;0,000;3,870;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;20;8,640;0,000;0,000;2,080;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;21;8,740;0,000;0,000;1,950;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;22;8,660;0,000;0,000;1,980;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;23;8,780;0,000;0,000;1,890;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";21/01/2020;24;8,520;0,000;0,000;2,300;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;1;8,680;0,000;0,000;1,830;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;2;8,740;0,000;0,000;1,810;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;3;8,630;0,000;0,000;1,930;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;4;8,990;0,000;0,000;1,480;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;5;8,970;0,000;0,000;1,480;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;6;6,110;0,000;0,000;3,040;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;7;3,600;0,000;0,000;4,410;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;8;3,370;0,000;0,000;4,690;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;9;3,710;0,000;0,000;4,570;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;10;3,670;0,000;0,000;4,430;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;11;3,890;0,000;0,000;4,330;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;12;4,340;0,000;0,000;4,430;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;13;5,020;0,000;0,000;4,170;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;14;4,980;0,000;0,000;4,010;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;15;5,230;0,000;0,000;3,900;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;16;5,260;0,000;0,000;3,860;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;17;5,030;0,000;0,000;3,510;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;18;4,190;0,000;0,000;3,910;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;19;3,860;0,000;0,000;3,780;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;20;8,090;0,000;0,000;2,200;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;21;8,620;0,000;0,000;1,970;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;22;8,600;0,000;0,000;2,090;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;23;8,700;0,000;0,000;1,990;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";22/01/2020;24;8,820;0,000;0,000;1,890;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;1;8,770;0,000;0,000;2,020;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;2;8,800;0,000;0,000;1,740;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;3;8,870;0,000;0,000;1,660;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;4;8,560;0,000;0,000;1,830;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;5;8,620;0,000;0,000;1,750;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;6;21,380;0,000;0,020;4,680;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;7;121,080;0,000;30,230;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;8;130,710;0,000;37,890;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;9;120,380;0,000;25,380;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;10;103,520;0,000;20,350;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;11;36,100;0,000;3,610;0,240;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;12;91,470;0,000;21,560;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;13;94,230;0,000;23,920;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;14;93,290;0,000;21,080;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;15;91,020;0,000;18,880;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;16;6,950;0,000;0,290;4,060;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;17;5,280;0,000;0,000;3,930;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;18;5,870;0,000;0,000;3,830;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;19;6,960;0,000;0,000;2,860;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;20;8,330;0,000;0,000;1,870;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;21;8,890;0,000;0,000;1,610;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;22;8,730;0,000;0,000;1,840;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;23;8,830;0,000;0,000;1,820;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";23/01/2020;24;8,480;0,000;0,000;2,220;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;1;8,450;0,000;0,000;2,270;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;2;8,550;0,000;0,000;1,890;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;3;8,470;0,000;0,000;1,940;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;4;8,510;0,000;0,000;1,940;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;5;8,190;0,000;0,000;2,460;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;6;5,490;0,000;0,000;3,970;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;7;3,980;0,000;0,000;4,040;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;8;3,760;0,000;0,000;4,290;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;9;3,780;0,000;0,000;4,540;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;10;3,820;0,000;0,000;4,700;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;11;4,140;0,000;0,000;4,520;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;12;4,280;0,000;0,000;4,320;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;13;4,440;0,000;0,000;4,280;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;14;4,690;0,000;0,000;4,180;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;15;4,720;0,000;0,000;4,200;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;16;4,650;0,000;0,000;4,100;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;17;4,920;0,000;0,000;3,820;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;18;4,720;0,000;0,000;3,980;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;19;4,720;0,000;0,000;3,920;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;20;7,850;0,000;0,000;2,370;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;21;8,900;0,000;0,000;1,290;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;22;8,970;0,000;0,000;1,530;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;23;9,000;0,000;0,000;1,310;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";24/01/2020;24;8,740;0,000;0,000;1,490;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;1;8,480;0,000;0,000;1,470;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;2;8,610;0,000;0,000;1,370;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;3;8,490;0,000;0,000;1,700;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;4;8,390;0,000;0,000;1,750;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;5;8,400;0,000;0,000;1,730;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;6;5,530;0,000;0,000;3,330;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;7;3,860;0,000;0,000;4,010;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;8;3,890;0,000;0,000;4,070;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;9;3,860;0,000;0,000;4,430;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;10;4,100;0,000;0,000;4,470;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;11;4,350;0,000;0,000;4,540;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;12;4,700;0,000;0,000;4,060;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;13;4,620;0,000;0,000;4,080;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;14;4,800;0,000;0,000;4,140;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;15;4,940;0,000;0,000;4,060;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;16;4,870;0,000;0,000;4,100;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;17;5,910;0,000;0,000;3,520;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;18;4,720;0,000;0,000;4,430;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;19;4,510;0,000;0,000;4,380;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;20;8,120;0,000;0,000;2,070;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;21;9,270;0,000;0,000;1,100;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;22;9,060;0,000;0,000;1,260;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;23;8,480;0,000;0,000;2,030;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";25/01/2020;24;8,710;0,000;0,000;1,670;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;1;8,510;0,000;0,000;2,120;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;2;8,400;0,000;0,000;2,220;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;3;8,350;0,000;0,000;2,280;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;4;8,420;0,000;0,000;2,160;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;5;8,280;0,000;0,000;2,270;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;6;18,410;0,000;1,130;5,310;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;7;100,710;0,000;26,850;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;8;104,220;0,000;27,350;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;9;101,680;0,000;24,080;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;10;109,390;0,000;23,970;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;11;45,250;0,000;7,250;0,050;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;12;112,640;0,000;25,130;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;13;114,670;0,000;24,520;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;14;114,150;0,000;20,900;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;15;111,630;0,000;16,530;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;16;144,720;0,000;48,300;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;17;144,770;0,000;41,260;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;18;116,930;0,000;23,970;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;19;136,200;0,000;31,510;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;20;95,420;0,000;17,730;0,060;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;21;102,020;0,000;22,690;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;22;142,080;0,000;37,040;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;23;147,100;0,000;44,950;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";26/01/2020;24;146,040;0,000;43,140;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";27/01/2020;1;120,840;0,000;20,580;0,000;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";27/01/2020;2;98,350;0,000;15,310;0,130;"Completo";"COLETA DIÁRIA";
"EMBALATEC SALTO";"SPEBLSENTR101 (L)";27/01/2020;3;11,410;0,000;0,000;2,260;"Completo";"COLETA DIÁRIA";
