Tipo de Relatório: Medidas Consolidadas
Tipo de Agente: Conectante | Nome: BEFITEX
Periodo Solicitado de 01/01/2020 até 31/01/2020;;;;;;;;;;;
Ponto de Medição;Data de Consolidação;Hora de Consolidação;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Qt Intervalos Faltantes;Situação da Medida;Motivo da Situação;
SPBFNOENTR101;16/01/2020;11;Liquida;0;119,54;0;75,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;12;Liquida;0;129,78;0;46,62;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;13;Liquida;0;124,88;0;49,74;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;14;Liquida;0;132,67;0;50,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;15;Liquida;0;143,4;0;45,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;16;Liquida;0;170,39;0;51,23;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;17;Liquida;0;203,27;0;50,33;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;18;Liquida;0;232,93;0;48,58;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;19;Liquida;0;244,79;0;45,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;20;Liquida;0;249,33;0;47,74;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;21;Liquida;0;244,25;0;49,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;22;Liquida;0;242,18;0;48,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;23;Liquida;0;238,81;0;47,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;16/01/2020;24;Liquida;0;245,64;0;49,26;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;1;Liquida;0;244,76;0;50,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;2;Liquida;0;242,29;0;48,74;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;3;Liquida;0;243,38;0;48,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;4;Liquida;0;239,22;0;47,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;5;Liquida;0;246,94;0;47,94;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;6;Liquida;0;239,97;0;48,51;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;7;Liquida;0;235,46;0;49,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;8;Liquida;0;200,13;0;49,54;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;9;Liquida;0;173,9;0;51,57;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;10;Liquida;0;153,88;0;51,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;11;Liquida;0;139,73;0;48,87;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;12;Liquida;0;133,34;0;44,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;13;Liquida;0;127,88;0;49,34;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;14;Liquida;0;148,28;0;47,91;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;15;Liquida;0;181,23;0;45,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;16;Liquida;0;180,14;0;43,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;17;Liquida;0;206,23;0;43,4;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;18;Liquida;0;236,71;0;48,53;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;19;Liquida;0;247,59;0;45,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;20;Liquida;0;248,65;0;45,08;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;21;Liquida;0;248,11;0;44,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;22;Liquida;0;246,82;0;46,76;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;23;Liquida;0;244,57;0;45,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;17/01/2020;24;Liquida;0;244,73;0;46,18;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;1;Liquida;0;250;0;51,42;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;2;Liquida;0;249,71;0;51,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;3;Liquida;0;252,39;0;47,13;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;4;Liquida;0;246,31;0;49,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;5;Liquida;0;244,49;0;47,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;6;Liquida;0;241,92;0;48,58;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;7;Liquida;0;243,55;0;46,79;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;8;Liquida;0;237,64;0;46,93;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;9;Liquida;0;206,31;0;48,87;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;10;Liquida;0;148,99;0;45,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;11;Liquida;0;136,76;0;50,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;12;Liquida;0;149,41;0;53,09;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;13;Liquida;0;169,26;0;52,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;14;Liquida;0;131,6;0;51,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;15;Liquida;0;148,95;0;53,12;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;16;Liquida;0;173,14;0;52,07;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;17;Liquida;0;200,21;0;52,21;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;18;Liquida;0;235,78;0;51,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;19;Liquida;0;252,2;0;46,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;20;Liquida;0;252,83;0;53,77;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;21;Liquida;0;255,28;0;51,31;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;22;Liquida;0;179,69;0;39,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;23;Liquida;0;20,83;0;3,79;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;18/01/2020;24;Liquida;0;14,8;0;4,39;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;1;Liquida;0;14,65;0;3,49;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;2;Liquida;0;14,71;0;4,42;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;3;Liquida;0;14,63;0;3,96;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;4;Liquida;0;14,68;0;4,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;5;Liquida;0;14,6;0;3,57;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;6;Liquida;0;14,68;0;4,2;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;7;Liquida;0,32;7,25;0;5,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;8;Liquida;15,14;0;0;3,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;9;Liquida;56,09;0;0;4,34;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;10;Liquida;44,97;0;0;5,08;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;11;Liquida;44,97;0;0;4,91;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;12;Liquida;99,86;0;0;7,55;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;13;Liquida;101,44;0;0;7,81;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;14;Liquida;100,18;0;0;8,27;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;15;Liquida;85,84;0;0;8,75;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;16;Liquida;59,04;0;0;5,71;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;17;Liquida;19,39;0,12;0;5,59;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;18;Liquida;0,06;8,05;0;4,03;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;19;Liquida;0;14,47;0;2,91;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;20;Liquida;0;14,89;0;4,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;21;Liquida;0;15,03;0;3,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;22;Liquida;0;19,9;0;4,62;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;23;Liquida;0;120,38;0;31,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;19/01/2020;24;Liquida;0;233,48;0;46,06;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;1;Liquida;0;249,94;0;50,24;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;2;Liquida;0;249,53;0;51,55;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;3;Liquida;0;251,5;0;54,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;4;Liquida;0;247,71;0;52,11;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;5;Liquida;0;257,25;0;54,34;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;6;Liquida;0;242,16;0;51,96;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;7;Liquida;0;238,11;0;43,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;8;Liquida;0;221,31;0;47,91;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;9;Liquida;0;182,45;0;48,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;10;Liquida;0;141,58;0;52,06;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;11;Liquida;0;124,88;0;49,54;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;12;Liquida;0;105,7;0;46,91;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;13;Liquida;0;124,39;0;48,88;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;14;Liquida;0;156,08;0;49;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;15;Liquida;0;133,51;0;47,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;16;Liquida;0;155,94;0;48,32;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;17;Liquida;0;194,72;0;45,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;18;Liquida;0;233,11;0;47,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;19;Liquida;0;251,21;0;43,67;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;20;Liquida;0;251,83;0;47,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;21;Liquida;0;249,3;0;45,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;22;Liquida;0;255,43;0;47,33;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;23;Liquida;0;254,52;0;44,88;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;20/01/2020;24;Liquida;0;257,68;0;46,64;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;1;Liquida;0;251;0;48,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;2;Liquida;0;254,84;0;45,22;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;3;Liquida;0;256,61;0;46,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;4;Liquida;0;257,65;0;43,42;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;5;Liquida;0;260,6;0;49,53;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;6;Liquida;0;257,88;0;49,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;7;Liquida;0;233,78;0;48,4;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;8;Liquida;0;227,48;0;47,73;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;9;Liquida;0;189,95;0;48,85;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;10;Liquida;0;195,64;0;51,61;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;11;Liquida;0;185,29;0;51,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;12;Liquida;0;172,4;0;54,56;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;13;Liquida;0;213,71;0;51,76;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;14;Liquida;0;171,97;0;51,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;15;Liquida;0;212,95;0;51,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;16;Liquida;0;237,26;0;49,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;17;Liquida;0;249,33;0;45,48;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;18;Liquida;0;255,23;0;43,17;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;19;Liquida;0;257,63;0;44,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;20;Liquida;0;258,52;0;46,87;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;21;Liquida;0;259,73;0;44,46;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;22;Liquida;0;257,29;0;44,57;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;23;Liquida;0;246,73;0;41,55;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;21/01/2020;24;Liquida;0;254,15;0;40,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;1;Liquida;0;250,04;0;41,98;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;2;Liquida;0;253,07;0;41,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;3;Liquida;0;254,95;0;43,17;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;4;Liquida;0;247,81;0;43,29;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;5;Liquida;0;259,89;0;43,31;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;6;Liquida;0;254,11;0;44,4;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;7;Liquida;0;246,61;0;45,95;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;8;Liquida;0;251,18;0;48,13;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;9;Liquida;0;294,09;0;27,8;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;10;Liquida;0;261,75;0;23,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;11;Liquida;0;239,5;0;21,7;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;12;Liquida;0;278,54;0;19,32;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;13;Liquida;0;257,79;0;20,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;14;Liquida;0;273,71;0;21,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;15;Liquida;0;260,44;0;19,73;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;16;Liquida;0;296,49;0;19,58;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;17;Liquida;0;335,61;0;20,07;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;18;Liquida;0;341,37;0;18,25;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;19;Liquida;0;349,28;0;13,96;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;20;Liquida;0;350,46;0;15,71;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;21;Liquida;0;351,51;0;14,93;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;22;Liquida;0;354,3;0;15,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;23;Liquida;0;353,83;0;15,63;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;22/01/2020;24;Liquida;0;355,52;0;16,51;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;1;Liquida;0;360,03;0;17,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;2;Liquida;0;356,41;0;17,25;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;3;Liquida;0;360,53;0;19,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;4;Liquida;0;349,21;0;16,77;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;5;Liquida;0;359;0;17,63;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;6;Liquida;0;356,68;0;22,27;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;7;Liquida;0;335,52;0;28,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;8;Liquida;0;300,73;0;26,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;9;Liquida;0;272,25;0;29,39;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;10;Liquida;0;275,1;0;51,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;11;Liquida;0;242,58;0;46,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;12;Liquida;0;247,49;0;70,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;13;Liquida;0;223,98;0;24,56;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;14;Liquida;0;253,64;0;54,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;15;Liquida;0;268,02;0;113,57;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;16;Liquida;0;262,66;0;112,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;17;Liquida;0;298,26;0;113,73;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;18;Liquida;0;329,15;0;119,41;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;19;Liquida;0;350,07;0;117,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;20;Liquida;0;349,11;0;118,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;21;Liquida;0;349,41;0;120,16;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;22;Liquida;0;347,39;0;117,89;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;23;Liquida;0;329,67;0;115,25;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;23/01/2020;24;Liquida;0;350,63;0;118,28;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;1;Liquida;0;353,76;0;117,11;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;2;Liquida;0;352,96;0;118,23;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;3;Liquida;0;350,31;0;119,36;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;4;Liquida;0;351,12;0;119,28;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;5;Liquida;0;357,18;0;120,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;6;Liquida;0;350,11;0;117,93;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;7;Liquida;0;325,71;0;117;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;8;Liquida;0;303,29;0;120,19;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;9;Liquida;0;263,03;0;116,12;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;10;Liquida;0;242,51;0;115,21;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;11;Liquida;0;214,45;0;113,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;12;Liquida;0;252,67;0;116;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;13;Liquida;0;239,07;0;116,13;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;14;Liquida;0;308,75;0;114,88;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;15;Liquida;0;255,87;0;114,83;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;16;Liquida;0;295,23;0;114,2;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;17;Liquida;0;302,25;0;117,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;18;Liquida;0;272,19;0;93,55;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;19;Liquida;0;216,87;0;41,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;20;Liquida;0;217,22;0;42,61;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;21;Liquida;0;216,61;0;42,26;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;22;Liquida;0;216,38;0;39,31;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;23;Liquida;0;210,25;0;39,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;24/01/2020;24;Liquida;0;200,17;0;37,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;1;Liquida;0;207,49;0;39,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;2;Liquida;0;210,22;0;40,49;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;3;Liquida;0;214,96;0;40,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;4;Liquida;0;211,43;0;39,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;5;Liquida;0;214,58;0;40,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;6;Liquida;0;213,66;0;38,71;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;7;Liquida;0;197,62;0;40,23;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;8;Liquida;0;136,22;0;38,36;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;9;Liquida;0;132,56;0;41,75;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;10;Liquida;0;109,76;0;40,34;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;11;Liquida;0;94,6;0;39,64;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;12;Liquida;0;90,33;0;41,72;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;13;Liquida;0;92,27;0;41,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;14;Liquida;0;109,53;0;40,73;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;15;Liquida;0;115,51;0;39,43;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;16;Liquida;0;132,62;0;42,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;17;Liquida;0;163,91;0;41,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;18;Liquida;0;202,52;0;42,25;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;19;Liquida;0;218,39;0;37,45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;20;Liquida;0;217,33;0;39,95;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;21;Liquida;0;215,56;0;39,27;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;22;Liquida;0;215,64;0;41,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;23;Liquida;0;203,74;0;40,4;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;25/01/2020;24;Liquida;0;207,13;0;38,54;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;1;Liquida;0;216,24;0;41,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;2;Liquida;0;210,4;0;41,43;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;3;Liquida;0;211,48;0;40,88;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;4;Liquida;0;212,77;0;43,84;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;5;Liquida;0;217,95;0;42,16;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;6;Liquida;0;205,97;0;41,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;7;Liquida;0;185,76;0;39,07;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;8;Liquida;0;164,56;0;42,55;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;9;Liquida;0;136,96;0;43,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;10;Liquida;0;114,91;0;41,23;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;11;Liquida;0;99,87;0;44,19;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;12;Liquida;0;94,38;0;45,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;13;Liquida;0;97,6;0;46,83;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;14;Liquida;0;103,39;0;46,12;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;15;Liquida;0;109,21;0;44,77;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;16;Liquida;0;131,58;0;43,14;0;Hora Completa Consistente;Consistido;
