Tipo de Relatório: Medidas Consolidadas
Tipo de Agente: Conectante | Nome: BEFITEX
Periodo Solicitado de 01/01/2020 até 31/01/2020;;;;;;;;;;;
Ponto de Medição;Data de Consolidação;Hora de Consolidação;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Qt Intervalos Faltantes;Situação da Medida;Motivo da Situação;
SPBFNOENTR101;26/01/2020;17;Liquida;0;170,88;0;42,36;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;18;Liquida;0;196,43;0;43,37;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;19;Liquida;0;213,06;0;40,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;20;Liquida;0;214,74;0;43,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;21;Liquida;0;214,6;0;43,83;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;22;Liquida;0;213,36;0;39,78;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;23;Liquida;0;210,82;0;42,08;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;26/01/2020;24;Liquida;0;199,68;0;37,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;1;Liquida;0;203,65;0;40,18;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;2;Liquida;0;214,22;0;43,07;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;3;Liquida;0;212,95;0;38,34;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;4;Liquida;0;209,15;0;40,36;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;5;Liquida;0;213,89;0;40,04;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;6;Liquida;0;205,57;0;41,5;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;7;Liquida;0;179,93;0;39,74;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;8;Liquida;0;169,77;0;40,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;9;Liquida;0;129,22;0;43,68;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;10;Liquida;0;104,59;0;43,1;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;11;Liquida;0;88,64;0;43,41;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;12;Liquida;0;82,88;0;42,83;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;13;Liquida;0;95,14;0;45,09;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;14;Liquida;0;97,03;0;42,98;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;15;Liquida;0;138,45;0;45,29;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;16;Liquida;0;149,48;0;43,17;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;17;Liquida;0;182,73;0;45,33;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;18;Liquida;0;209,36;0;43,79;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;19;Liquida;0;121,19;0;28,61;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;20;Liquida;0;140,77;0;34,16;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;21;Liquida;0;3,92;0;0,76;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;22;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;23;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;27/01/2020;24;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;1;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;2;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;3;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;4;Liquida;0;0;0;0;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;5;Liquida;0;51,15;0,12;8,49;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;6;Liquida;0;130,93;0;33,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;7;Liquida;0;188,72;0;40,32;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;8;Liquida;0;186,74;0;40,2;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;9;Liquida;0;137,89;0;42,08;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;10;Liquida;0;101,69;0;46,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;11;Liquida;0;110,47;0;45,19;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;12;Liquida;0;84,29;0;45,35;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;13;Liquida;0;84,21;0;44,17;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;14;Liquida;0;89,9;0;43,1;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;15;Liquida;0;104,13;0;42,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;16;Liquida;0;131,65;0;43,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;17;Liquida;0;189,74;0;46,69;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;18;Liquida;0;204,22;0;45;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;19;Liquida;0;251,44;0;48,72;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;20;Liquida;0;255,79;0;52,43;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;21;Liquida;0;257,99;0;50,43;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;22;Liquida;0;250,31;0;52,15;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;23;Liquida;0;244,72;0;49,89;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;28/01/2020;24;Liquida;0;249,72;0;51,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;1;Liquida;0;253,86;0;53,18;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;2;Liquida;0;254,15;0;51,64;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;3;Liquida;0;254,39;0;53,18;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;4;Liquida;0;251,75;0;50,41;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;5;Liquida;0;256,68;0;53,08;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;6;Liquida;0;244,55;0;51,54;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;7;Liquida;0;182,83;0;40,89;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;8;Liquida;0;201,68;0;52,74;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;9;Liquida;0;171,93;0;54,04;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;10;Liquida;0;162,68;0;53,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;11;Liquida;0;138,76;0;53,09;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;12;Liquida;0;127,52;0;54,84;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;13;Liquida;0;142,99;0;53,71;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;14;Liquida;0;179,1;0;50,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;15;Liquida;0;138,63;0;52,2;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;16;Liquida;0;201,74;0;49,54;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;17;Liquida;0;203,18;0;51,52;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;18;Liquida;0;233,99;0;51,66;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;19;Liquida;0;250,83;0;52,28;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;20;Liquida;0;142,73;0;32,47;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;21;Liquida;0;217,87;0;45,64;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;22;Liquida;0;257,77;0;49,42;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;23;Liquida;0;246,39;0;48,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;29/01/2020;24;Liquida;0;182,48;0;33,38;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;1;Liquida;0;244,25;0;47,76;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;2;Liquida;0;253,65;0;50,9;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;3;Liquida;0;258,53;0;50,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;4;Liquida;0;250,31;0;48,44;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;5;Liquida;0;256,58;0;50,2;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;6;Liquida;0;242,02;0;50,27;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;7;Liquida;0;235,28;0;48,65;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;8;Liquida;0;217,72;0;54,94;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;9;Liquida;0;174,08;0;56,76;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;10;Liquida;0;142,87;0;57,31;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;11;Liquida;0;135,98;0;57,58;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;12;Liquida;0;127,35;0;55,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;13;Liquida;0;128,49;0;55,56;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;14;Liquida;0;128,82;0;52,96;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;15;Liquida;0;150,35;0;56,27;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;16;Liquida;0;170,9;0;53,3;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;17;Liquida;0;193,99;0;53,58;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;18;Liquida;0;233,57;0;49,87;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;19;Liquida;0;249,19;0;47,88;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;20;Liquida;0;250,5;0;52,5;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;21;Liquida;0;252,82;0;52,94;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;22;Liquida;0;252,81;0;54,59;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;23;Liquida;0;250,89;0;50,49;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;30/01/2020;24;Liquida;0;256,08;0;49,94;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;1;Liquida;0;251,52;0;51,95;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;2;Liquida;0;260,35;0;49,99;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;3;Liquida;0;257,31;0;50,99;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;4;Liquida;0;259,74;0;49,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;5;Liquida;0;257,95;0;51,72;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;6;Liquida;0;246,59;0;50,73;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;7;Liquida;0;229,51;0;50,06;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;8;Liquida;0;200,66;0;51,75;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;9;Liquida;0;170,05;0;55,92;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;10;Liquida;0;145,97;0;59,28;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;11;Liquida;0;136,47;0;56,97;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;12;Liquida;0;123,67;0;59,99;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;13;Liquida;0;124,17;0;53,86;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;14;Liquida;0;155,95;0;57,96;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;15;Liquida;0;160,88;0;56,07;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;16;Liquida;0;185,22;0;57,05;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;17;Liquida;0;204,29;0;55,51;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;18;Liquida;0;236,6;0;54,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;19;Liquida;0;254,27;0;50,87;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;20;Liquida;0;252,57;0;52,01;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;21;Liquida;0;254,63;0;52,81;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;22;Liquida;0;253,12;0;53,59;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;23;Liquida;0;252,4;0;50,82;0;Hora Completa Consistente;Consistido;
SPBFNOENTR101;31/01/2020;24;Liquida;0;254,78;0;54,41;0;Hora Completa Consistente;Consistido;
