Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 02/03/2020;;;;;;;;;
Período Solicitado de 01/02/2020 até 29/02/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem;
MILHAO;GOMIXGENTR101 (L);18/02/2020;2;2.045,24;0;611,197;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;3;2.076,71;0;634,507;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;4;2.094,59;0;641,512;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;5;2.098,70;0;641,753;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;6;2.067,58;0;610,862;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;7;2.083,04;0;624,939;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;8;2.063,57;0;620,238;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;9;2.216,09;0;662,773;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;10;2.286,16;0;665,743;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;11;2.308,43;0;643,693;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;12;2.263,35;0;633,871;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;13;2.215,86;0;648,047;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;14;2.184,86;0;649,823;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;15;2.286,70;0;690,794;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;16;2.219,59;0;664,476;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;17;2.298,52;0;682,315;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;18;1.930,25;0;577,183;2,397;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;19;144,839;0;40,453;17,02;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;20;167,503;0;55,901;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;21;181,856;0;71,553;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;22;1.549,89;0;464,494;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;23;1.986,78;0;592,458;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);18/02/2020;24;1.903,73;0;558,813;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;1;2.000,15;0;605,646;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;2;2.104,32;0;642,308;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;3;2.090,59;0;637,493;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;4;2.086,72;0;638,063;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;5;2.133,68;0;650,001;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;6;2.111,24;0;631,489;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;7;2.131,96;0;637,11;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;8;2.170,84;0;647,337;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;9;2.119,56;0;648,446;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;10;2.210,94;0;640,92;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;11;2.320,20;0;653,351;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;12;1.210,88;0;262,931;2,832;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;13;730,703;0;181,222;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;14;956,736;0;247,343;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;15;1.887,24;0;531,592;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;16;2.018,01;0;594,689;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;17;2.196,95;0;616,47;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;18;1.866,00;0;576,391;0,279;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;19;151,267;0;45,228;17,134;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;20;153,99;0;42,587;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;21;153,931;0;55,827;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;22;1.444,49;0;483,744;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;23;2.027,26;0;588,466;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);19/02/2020;24;2.070,44;0;617,277;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;1;2.100,15;0;622,937;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;2;2.101,69;0;626,047;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;3;2.105,97;0;628,258;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;4;2.136,84;0;648,365;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;5;1.958,44;0;614,719;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;6;1.834,10;0;559,142;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;7;1.811,13;0;570,264;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;8;1.890,55;0;593,501;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;9;1.951,58;0;613,009;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;10;2.013,98;0;623,444;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;11;1.902,03;0;577,804;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;12;1.898,43;0;569,361;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;13;1.886,24;0;574,601;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;14;1.915,00;0;583,09;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;15;1.991,14;0;610,703;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;16;2.037,42;0;642,556;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;17;1.965,78;0;595,059;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;18;1.834,89;0;566,413;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;19;165,658;0;35,044;19,215;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;20;178,46;0;42,178;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;21;160,967;0;44,826;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;22;1.560,59;0;506,743;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;23;2.077,45;0;616,924;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);20/02/2020;24;2.098,71;0;633,933;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;1;2.090,25;0;631,094;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;2;2.092,18;0;620,484;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;3;2.133,28;0;643,064;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;4;2.153,14;0;651,589;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;5;2.167,89;0;647,51;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;6;2.150,19;0;638,788;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;7;2.168,23;0;641,378;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;8;2.188,38;0;638,163;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;9;1.739,69;0;538,907;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;10;2.091,56;0;631,591;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;11;2.267,37;0;643,409;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;12;2.225,43;0;620,959;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;13;2.127,18;0;584,016;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;14;2.035,51;0;565,921;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;15;1.610,24;0;410,584;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;16;1.781,85;0;492,304;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;17;2.117,26;0;595,825;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;18;1.711,31;0;517,981;8,672;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;19;148,087;0;32,333;10,609;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;20;170,153;0;38,168;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;21;188,772;0;49,697;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;22;1.547,93;0;417,138;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;23;1.964,76;0;585,161;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);21/02/2020;24;2.148,47;0;650,025;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;1;2.162,25;0;645,931;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;2;2.144,21;0;611,67;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;3;2.089,16;0;600,196;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;4;2.149,51;0;619,433;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;5;2.176,30;0;624,082;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;6;2.148,95;0;641,336;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;7;2.133,01;0;641,988;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;8;2.094,09;0;609,976;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;9;2.062,93;0;578,667;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;10;2.128,80;0;614,836;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;11;2.125,64;0;619,051;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;12;2.154,94;0;630,051;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;13;1.933,25;0;579,668;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;14;1.836,73;0;550,282;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;15;708,466;0;231,932;9,558;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;16;192,352;0;65,088;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;17;186,786;0;70,135;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;18;181,329;0;63,57;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;19;165,871;0;45,491;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;20;220,309;0;62,419;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;21;166,448;0;64,818;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;22;156,361;0;61,299;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;23;150,871;0;55,425;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);22/02/2020;24;305,145;0;85,029;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;1;1.094,79;0;195,096;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;2;1.453,06;0;292,584;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;3;1.517,03;0;307,686;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;4;1.509,70;0;308,607;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;5;1.173,65;0;212,821;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;6;839,228;0;171,956;2,663;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;7;99,202;0;20,831;1,535;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;8;77,688;0;14,085;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;9;76,031;0;10,476;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;10;77,942;0;8,689;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;11;73,524;0;5,918;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;12;72,493;0;0,676;0,05;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;13;48,967;0;0,868;4,446;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;14;76,571;0;4,582;0,286;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;15;80,282;0;5,765;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;16;77,175;0;4,997;0,132;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;17;74,868;0;3,353;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;18;71,831;0;3,749;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;19;44,227;0;1,132;4,138;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;20;39,547;0;0,63;1,024;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;21;38,137;0;2,111;0,005;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;22;38,446;0;2,647;0,05;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;23;38,514;0;2,827;0,055;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);23/02/2020;24;37,953;0;2,924;0,034;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;1;37,129;0;0,624;0,427;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;2;52,613;0;5,73;0,162;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;3;59,106;0;10,443;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;4;58,618;0;10,818;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;5;58,983;0;11,086;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;6;48,272;0;5,664;0,013;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;7;35,459;0;4,467;0,007;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;8;36,488;0;2,667;0,002;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;9;73,584;0;1,818;1,483;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;10;97,903;0;4,225;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;11;103,292;0;2,71;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;12;102,995;0;2,881;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;13;83,412;0;4,966;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;14;86,429;0;4,747;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;15;70,748;0;3,441;0,34;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;16;33,456;0;0;1,482;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;17;31,654;0;0,001;1,757;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;18;31,653;0;0,013;1,369;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;19;34,721;0;0,133;0,884;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;20;39,617;0;0;5,017;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;21;38,083;0;0;3,317;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;22;38,286;0;0;2,091;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;23;37,42;0;0,323;0,81;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);24/02/2020;24;38,906;0;2,209;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;1;37,668;0;1,878;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;2;37,405;0;1,983;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;3;37,576;0;1,383;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;4;37,397;0;2,169;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;5;38,004;0;4,055;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;6;36,435;0;4,095;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;7;33,34;0;28,034;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;8;30,794;0;30,581;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;9;32,961;0;27,508;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;10;33,196;0;25,778;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;11;34,184;0;26,665;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;12;34,927;0;26,727;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;13;33,97;0;26,459;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;14;34,981;0;26,937;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;15;34,606;0;27,064;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;16;34,213;0;26,396;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;17;34,135;0;24,847;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;18;33,692;0;24,227;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;19;34,713;0;24,785;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;20;38,718;0;24,965;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;21;37,931;0;26,945;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;22;39,075;0;28,529;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;23;38,185;0;29,882;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);25/02/2020;24;37,059;0;28,345;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;1;37,87;0;28,975;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;2;37,253;0;29,277;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;3;38,177;0;31,201;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;4;38,15;0;31,871;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;5;39,333;0;31,823;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;6;44,809;0;31,13;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;7;73,548;0;36,252;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;8;207,189;0;45,03;0,077;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;9;407,359;0;64,016;1,289;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;10;224,652;0;67,315;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;11;293,165;0;79,007;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;12;243,638;0;63,089;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;13;197,706;0;50,586;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;14;193,046;0;52,823;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;15;249,993;0;73,773;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;16;237,105;0;68,241;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;17;204,258;0;51,215;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;18;182,009;0;50,911;0,017;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;19;102,979;0;27,687;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;20;68,861;0;18,706;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;21;63,104;0;21,32;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;22;78,23;0;24,639;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;23;402,989;0;144,948;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);26/02/2020;24;1.851,09;0;588,982;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;1;2.076,62;0;633,092;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;2;2.130,34;0;649,331;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;3;2.117,70;0;633,866;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;4;2.116,58;0;636,162;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;5;2.121,35;0;639,501;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;6;2.103,17;0;616,081;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;7;2.099,12;0;630,292;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;8;1.921,28;0;567,688;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;9;2.199,40;0;639,742;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;10;2.246,62;0;646,016;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;11;2.239,18;0;641,726;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;12;2.216,19;0;636,333;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;13;2.203,61;0;640,673;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;14;2.210,04;0;645,218;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;15;2.233,69;0;642,188;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;16;2.282,66;0;658,443;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;17;2.252,21;0;651,377;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;18;2.057,77;0;598,296;8,717;Completo;COLETA DIÁRIA;
