Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 02/03/2020;;;;;;;;;
Período Solicitado de 01/02/2020 até 29/02/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem;
MILHAO;GOMIXGENTR101 (L);27/02/2020;19;251,107;0;60,355;2,242;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;20;188,042;0;65,15;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;21;199,124;0;79,544;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;22;1.613,19;0;525,08;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;23;2.004,11;0;606,556;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);27/02/2020;24;1.880,87;0;558,342;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;1;2.046,92;0;572,997;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;2;2.033,66;0;567,982;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;3;2.115,41;0;601,24;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;4;2.173,89;0;665,397;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;5;2.148,26;0;653,638;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;6;2.127,07;0;634,313;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;7;1.998,88;0;622,212;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;8;1.927,15;0;599,366;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;9;1.461,40;0;460,07;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;10;1.766,06;0;539,888;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;11;1.866,29;0;565,096;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;12;1.877,74;0;529,992;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;13;2.014,37;0;581,554;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;14;1.982,67;0;563,621;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;15;1.740,98;0;491,615;22,358;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;16;1.703,22;0;548,351;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;17;1.939,85;0;601,709;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;18;1.883,53;0;587,003;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;19;208,729;0;51,135;19,328;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;20;201,627;0;60,362;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;21;194,876;0;57,76;0,069;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;22;1.368,73;0;476,855;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;23;1.853,43;0;566,07;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);28/02/2020;24;1.767,55;0;558,213;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;1;2.034,24;0;612,127;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;2;2.105,63;0;646,973;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;3;2.113,64;0;645,166;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;4;2.120,99;0;652,093;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;5;2.130,27;0;657,591;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;6;2.112,41;0;640,195;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;7;2.121,18;0;647,068;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;8;2.077,46;0;621,099;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;9;2.109,49;0;613,726;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;10;2.156,46;0;645,05;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;11;2.174,11;0;633,417;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;12;2.071,15;0;586,244;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;13;2.067,77;0;588,314;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;14;2.098,13;0;607,231;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;15;2.128,67;0;604,117;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;16;2.116,03;0;609,236;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;17;2.101,83;0;612,214;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;18;2.114,84;0;602,594;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;19;2.108,02;0;592,154;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;20;2.083,82;0;593,395;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;21;1.981,69;0;564,632;0;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;22;1.714,59;0;533,849;0,991;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;23;67,221;0;39,375;18,225;Completo;COLETA DIÁRIA;
MILHAO;GOMIXGENTR101 (L);29/02/2020;24;53,899;0;34,918;0;Completo;COLETA DIÁRIA;
