Tipo de Relatório: Origem de Dados da Coleta.;;;;;;;;;
Tipo de Agente: Conectante | Nome:  BARBOSA 1;;;;;;;;;
Periodo Solicitado: 12/2019;;;;;;;;;
Ponto de Medição;Data;Hora;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Origem da Coleta;Notificação de Coleta
SPCBEDENTR101;01/12/2019;1;Bruta;0;63,36;0;25,872;Coleta Diária;
SPCBEDENTR101;01/12/2019;2;Bruta;0;62,064;0;25,264;Coleta Diária;
SPCBEDENTR101;01/12/2019;3;Bruta;0;65,84;0;27,856;Coleta Diária;
SPCBEDENTR101;01/12/2019;4;Bruta;0;61,184;0;25,552;Coleta Diária;
SPCBEDENTR101;01/12/2019;5;Bruta;0;59,824;0;24,816;Coleta Diária;
SPCBEDENTR101;01/12/2019;6;Bruta;0;81,376;0;29,568;Coleta Diária;
SPCBEDENTR101;01/12/2019;7;Bruta;0;93,344;0;36,144;Coleta Diária;
SPCBEDENTR101;01/12/2019;8;Bruta;0;88,352;0;35,408;Coleta Diária;
SPCBEDENTR101;01/12/2019;9;Bruta;0;96,8;0;37,424;Coleta Diária;
SPCBEDENTR101;01/12/2019;10;Bruta;0;99,664;0;34,448;Coleta Diária;
SPCBEDENTR101;01/12/2019;11;Bruta;0;98,384;0;34,272;Coleta Diária;
SPCBEDENTR101;01/12/2019;12;Bruta;0;95,568;0;33,6;Coleta Diária;
SPCBEDENTR101;01/12/2019;13;Bruta;0;100,784;0;37,472;Coleta Diária;
SPCBEDENTR101;01/12/2019;14;Bruta;0;99,2;0;35,856;Coleta Diária;
SPCBEDENTR101;01/12/2019;15;Bruta;0;100,72;0;37,808;Coleta Diária;
SPCBEDENTR101;01/12/2019;16;Bruta;0;92,992;0;39,952;Coleta Diária;
SPCBEDENTR101;01/12/2019;17;Bruta;0;90,352;0;36,944;Coleta Diária;
SPCBEDENTR101;01/12/2019;18;Bruta;0;90,352;0;37,968;Coleta Diária;
SPCBEDENTR101;01/12/2019;19;Bruta;0;96,496;0;38,784;Coleta Diária;
SPCBEDENTR101;01/12/2019;20;Bruta;0;85,968;0;32,96;Coleta Diária;
SPCBEDENTR101;01/12/2019;21;Bruta;0;80,576;0;29,808;Coleta Diária;
SPCBEDENTR101;01/12/2019;22;Bruta;0;71,776;0;27,056;Coleta Diária;
SPCBEDENTR101;01/12/2019;23;Bruta;0;57,28;0;24,8;Coleta Diária;
SPCBEDENTR101;01/12/2019;24;Bruta;0;57,696;0;24,752;Coleta Diária;
SPCBEDENTR101;02/12/2019;1;Bruta;0;55,696;0;23,344;Coleta Diária;
SPCBEDENTR101;02/12/2019;2;Bruta;0;55,44;0;23,52;Coleta Diária;
SPCBEDENTR101;02/12/2019;3;Bruta;0;53,536;0;22,816;Coleta Diária;
SPCBEDENTR101;02/12/2019;4;Bruta;0;56,56;0;23,504;Coleta Diária;
SPCBEDENTR101;02/12/2019;5;Bruta;0;51,92;0;22,016;Coleta Diária;
SPCBEDENTR101;02/12/2019;6;Bruta;0;70,384;0;24,784;Coleta Diária;
SPCBEDENTR101;02/12/2019;7;Bruta;0;82,272;0;28,48;Coleta Diária;
SPCBEDENTR101;02/12/2019;8;Bruta;0;87,072;0;35,936;Coleta Diária;
SPCBEDENTR101;02/12/2019;9;Bruta;0;93,024;0;35,888;Coleta Diária;
SPCBEDENTR101;02/12/2019;10;Bruta;0;95,504;0;37,664;Coleta Diária;
SPCBEDENTR101;02/12/2019;11;Bruta;0;88,4;0;34,24;Coleta Diária;
SPCBEDENTR101;02/12/2019;12;Bruta;0;93,424;0;35,584;Coleta Diária;
SPCBEDENTR101;02/12/2019;13;Bruta;0;90,544;0;31,296;Coleta Diária;
SPCBEDENTR101;02/12/2019;14;Bruta;0;87,552;0;34,256;Coleta Diária;
SPCBEDENTR101;02/12/2019;15;Bruta;0;86,896;0;35,968;Coleta Diária;
SPCBEDENTR101;02/12/2019;16;Bruta;0;88,704;0;38,352;Coleta Diária;
SPCBEDENTR101;02/12/2019;17;Bruta;0;87,808;0;37,056;Coleta Diária;
SPCBEDENTR101;02/12/2019;18;Bruta;0;82,96;0;35,12;Coleta Diária;
SPCBEDENTR101;02/12/2019;19;Bruta;0;89,568;0;34,784;Coleta Diária;
SPCBEDENTR101;02/12/2019;20;Bruta;0;84,416;0;34,176;Coleta Diária;
SPCBEDENTR101;02/12/2019;21;Bruta;0;78,816;0;31,488;Coleta Diária;
SPCBEDENTR101;02/12/2019;22;Bruta;0;84,448;0;31,728;Coleta Diária;
SPCBEDENTR101;02/12/2019;23;Bruta;0;75,792;0;25,312;Coleta Diária;
SPCBEDENTR101;02/12/2019;24;Bruta;0;61,424;0;23,04;Coleta Diária;
SPCBEDENTR101;03/12/2019;1;Bruta;0;61,424;0;24,496;Coleta Diária;
SPCBEDENTR101;03/12/2019;2;Bruta;0;58,256;0,016;24,064;Coleta Diária;
SPCBEDENTR101;03/12/2019;3;Bruta;0;58,16;0;22,976;Coleta Diária;
SPCBEDENTR101;03/12/2019;4;Bruta;0;55,824;0;22,864;Coleta Diária;
SPCBEDENTR101;03/12/2019;5;Bruta;0;63,248;0;22,32;Coleta Diária;
SPCBEDENTR101;03/12/2019;6;Bruta;0;68,08;0;23,952;Coleta Diária;
SPCBEDENTR101;03/12/2019;7;Bruta;0;82,576;0;26,096;Coleta Diária;
SPCBEDENTR101;03/12/2019;8;Bruta;0;86,72;0;32,272;Coleta Diária;
SPCBEDENTR101;03/12/2019;9;Bruta;0;94,208;0;36,864;Coleta Diária;
SPCBEDENTR101;03/12/2019;10;Bruta;0;90,144;0;35,056;Coleta Diária;
SPCBEDENTR101;03/12/2019;11;Bruta;0;91,728;0;33,456;Coleta Diária;
SPCBEDENTR101;03/12/2019;12;Bruta;0;87,424;0;34,144;Coleta Diária;
SPCBEDENTR101;03/12/2019;13;Bruta;0;93,568;0;38,704;Coleta Diária;
SPCBEDENTR101;03/12/2019;14;Bruta;0;88,816;0;34,528;Coleta Diária;
SPCBEDENTR101;03/12/2019;15;Bruta;0;88,656;0;35,76;Coleta Diária;
SPCBEDENTR101;03/12/2019;16;Bruta;0;90,704;0;34,688;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;17;Bruta;0;86,896;0;35,04;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;18;Bruta;0;84,688;0;35,344;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;19;Bruta;0;84,08;0;34,928;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;20;Bruta;0;87,392;0;33,92;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;21;Bruta;0;84,56;0;34,944;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;22;Bruta;0;88,176;0;32,64;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;23;Bruta;0;73,056;0;26,704;Inspeção Lógica;
SPCBEDENTR101;03/12/2019;24;Bruta;0;64,464;0;25,568;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;1;Bruta;0;55,648;0;23,232;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;2;Bruta;0;60;0;24,384;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;3;Bruta;0;53,36;0;23,056;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;4;Bruta;0;57,76;0;21,968;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;5;Bruta;0;54,096;0;22,352;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;6;Bruta;0;74,432;0;25,104;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;7;Bruta;0;84,64;0;30,752;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;8;Bruta;0;94,272;0;35,088;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;9;Bruta;0;90,08;0;36,272;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;10;Bruta;0;102,176;0;38,992;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;11;Bruta;0;99,616;0;39,232;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;12;Bruta;0;97,984;0;33,936;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;13;Bruta;0;100,48;0;35,408;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;14;Bruta;0;104;0;38,464;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;15;Bruta;0;94,864;0;36,096;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;16;Bruta;0;98,912;0;38,24;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;17;Bruta;0;96,304;0;37,744;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;18;Bruta;0;98,528;0;37,824;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;19;Bruta;0;92,24;0;36,848;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;20;Bruta;0;94,096;0;36,816;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;21;Bruta;0;92,704;0;35,312;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;22;Bruta;0;91,584;0;36,8;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;23;Bruta;0;79,44;0;27,696;Inspeção Lógica;
SPCBEDENTR101;04/12/2019;24;Bruta;0;70,128;0;27,392;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;1;Bruta;0;64,224;0;26,752;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;2;Bruta;0;63,712;0;25,952;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;3;Bruta;0;63,44;0;26,864;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;4;Bruta;0;61,472;0;24,368;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;5;Bruta;0;58,72;0;24,08;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;6;Bruta;0;73,6;0;27,12;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;7;Bruta;0;84,56;0;30,368;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;8;Bruta;0;93,6;0;34,24;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;9;Bruta;0;79,632;0,192;29,776;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;10;Bruta;0;63,6;0;27,296;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;11;Bruta;0;95,264;0;36,48;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;12;Bruta;0;94,544;0,016;34,224;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;13;Bruta;0;89,232;0;33,264;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;14;Bruta;0;113,264;0;42,512;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;15;Bruta;0;105,488;0;40,496;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;16;Bruta;0;108,176;0;42,352;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;17;Bruta;0;96,144;0;37,52;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;18;Bruta;0;99,888;0;38,848;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;19;Bruta;0;97,12;0;39,184;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;20;Bruta;0;96,56;0;36,16;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;21;Bruta;0;91,936;0;36,544;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;22;Bruta;0;97,136;0;39,264;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;23;Bruta;0;82,304;0;29,68;Inspeção Lógica;
SPCBEDENTR101;05/12/2019;24;Bruta;0;75,376;0;29,008;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;1;Bruta;0;70,208;0;26,848;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;2;Bruta;0;67,152;0;26,784;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;3;Bruta;0;64,848;0;26,752;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;4;Bruta;0;66,704;0;27,872;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;5;Bruta;0;72,16;0;25,84;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;6;Bruta;0;76,48;0;26,368;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;7;Bruta;0;88,848;0;32,032;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;8;Bruta;0;91,136;0;36,192;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;9;Bruta;0;95,008;0;35,872;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;10;Bruta;0;93,696;0;37,152;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;11;Bruta;0;95,424;0;38,208;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;12;Bruta;0;96,784;0;37,584;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;13;Bruta;0;100,784;0;37,616;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;14;Bruta;0;94,496;0;34,384;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;15;Bruta;0;100,24;0;39,344;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;16;Bruta;0;97,632;0;37,952;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;17;Bruta;0;91,904;0;37,472;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;18;Bruta;0;90,992;0;38,224;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;19;Bruta;0;95,968;0;38,656;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;20;Bruta;0;85,472;0;33,968;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;21;Bruta;0;86,816;0;34,816;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;22;Bruta;0;90,24;0;36,08;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;23;Bruta;0;79,696;0;29,744;Inspeção Lógica;
SPCBEDENTR101;06/12/2019;24;Bruta;0;65,488;0;26,048;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;1;Bruta;0;63,552;0;24,4;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;2;Bruta;0;64,832;0,112;25,744;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;3;Bruta;0;59,216;0;23,344;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;4;Bruta;0;62,224;0;24,256;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;5;Bruta;0;55,216;0;21,168;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;6;Bruta;0;78;0;26,752;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;7;Bruta;0;86,304;0;33,696;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;8;Bruta;0;89,648;0;35,216;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;9;Bruta;0;91,008;0;36,656;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;10;Bruta;0;101,824;0;38,56;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;11;Bruta;0;94,864;0;36,16;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;12;Bruta;0;98,352;0;38,72;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;13;Bruta;0;99,344;0;39,216;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;14;Bruta;0;105,6;0;39,712;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;15;Bruta;0;99,664;0;39,696;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;16;Bruta;0;101,632;0;40,576;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;17;Bruta;0;92,64;0;38,704;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;18;Bruta;0;97,616;0;38,8;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;19;Bruta;0;97,536;0;38,896;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;20;Bruta;0;91,2;0;37,184;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;21;Bruta;0;86,624;0;34,656;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;22;Bruta;0;90,128;0;33,728;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;23;Bruta;0;76;0;27,68;Inspeção Lógica;
SPCBEDENTR101;07/12/2019;24;Bruta;0;60,304;0;24,608;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;1;Bruta;0;60,944;0;25,168;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;2;Bruta;0;57,808;0;23,424;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;3;Bruta;0;55,968;0;22,8;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;4;Bruta;0;56,48;0;23,2;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;5;Bruta;0;54,624;0;22,272;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;6;Bruta;0;70,016;0;24,688;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;7;Bruta;0;91,264;0;34,192;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;8;Bruta;0;87,888;0;35,84;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;9;Bruta;0;93,12;0;35,872;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;10;Bruta;0;90,8;0;35,168;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;11;Bruta;0;93,696;0;37,824;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;12;Bruta;0;92,528;0;37,152;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;13;Bruta;0;101,376;0;39,184;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;14;Bruta;0;97,136;0;35,584;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;15;Bruta;0;99,888;0;37,328;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;16;Bruta;0;96,832;0;35,888;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;17;Bruta;0;92,688;0;32,976;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;18;Bruta;0;88,048;0;34,544;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;19;Bruta;0;83,808;0;33,504;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;20;Bruta;0;79,872;0;29,904;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;21;Bruta;0;67,552;0;23,488;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;22;Bruta;0;76,4;0;26,608;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;23;Bruta;0;67,376;0;26,336;Inspeção Lógica;
SPCBEDENTR101;08/12/2019;24;Bruta;0;64,8;0;26,08;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;1;Bruta;0;60,672;0;24,352;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;2;Bruta;0;61,104;0,064;22,416;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;3;Bruta;0;59,232;0;22,176;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;4;Bruta;0;57,488;0;23,04;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;5;Bruta;0;68,24;0;24,16;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;6;Bruta;0;76,672;0;26,336;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;7;Bruta;0;91,568;0;33,184;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;8;Bruta;0;87,664;0;33,872;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;9;Bruta;0;93,328;0;35,776;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;10;Bruta;0;93,2;0;36,096;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;11;Bruta;0;103,088;0;35,776;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;12;Bruta;0;98;0;36,592;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;13;Bruta;0;102,368;0;39,44;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;14;Bruta;0;105,68;0;39,616;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;15;Bruta;0;100,816;0;38,048;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;16;Bruta;0;94,992;0;38,944;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;17;Bruta;0;94,864;0;38,96;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;18;Bruta;0;88,528;0;35,792;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;19;Bruta;0;88,496;0;34,88;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;20;Bruta;0;90,336;0;35,904;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;21;Bruta;0;86,288;0;35,904;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;22;Bruta;0;87,44;0;32,512;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;23;Bruta;0;85,696;0;28,96;Inspeção Lógica;
SPCBEDENTR101;09/12/2019;24;Bruta;0;75,792;0;25,648;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;1;Bruta;0;69,456;0;23,728;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;2;Bruta;0;80,352;0;28,48;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;3;Bruta;0;76,944;0;25,84;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;4;Bruta;0;72,72;0;24,864;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;5;Bruta;0;76,224;0;25,392;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;6;Bruta;0;83,072;0;27,184;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;7;Bruta;0;90,656;0;35,152;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;8;Bruta;0;100,72;0;38,64;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;9;Bruta;0;92,352;0;34,304;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;10;Bruta;0;96,416;0;36,992;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;11;Bruta;0;103,712;0;41,424;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;12;Bruta;0;102,032;0;40,544;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;13;Bruta;0;93,712;0;37,008;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;14;Bruta;0;101,2;0;38,768;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;15;Bruta;0;101,168;0;39,696;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;16;Bruta;0;95,744;0;38,464;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;17;Bruta;0;94,496;0;37,984;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;18;Bruta;0;89,68;0;35,856;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;19;Bruta;0;88,736;0;34,24;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;20;Bruta;0;87,568;0;35,248;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;21;Bruta;0;88,336;0;35,456;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;22;Bruta;0;84,64;0;33,2;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;23;Bruta;0;79,712;0;28,432;Inspeção Lógica;
SPCBEDENTR101;10/12/2019;24;Bruta;0;65,36;0;26,48;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;1;Bruta;0;62,464;0;25,568;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;2;Bruta;0;59,52;0;24,896;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;3;Bruta;0;65,104;0;25,776;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;4;Bruta;0;58,496;0;23,072;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;5;Bruta;0;61,168;0;24,8;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;6;Bruta;0;72,992;0;28,56;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;7;Bruta;0;95,776;0;38,352;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;8;Bruta;0;96,144;0;37,152;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;9;Bruta;0;96,48;0;37,28;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;10;Bruta;0;93,92;0;38,464;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;11;Bruta;0;91,584;0;35,392;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;12;Bruta;0;98,624;0;36,992;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;13;Bruta;0;93,312;0;36,288;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;14;Bruta;0;99,632;0;38,544;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;15;Bruta;0;97,408;0;38,96;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;16;Bruta;0;95,936;0;38,336;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;17;Bruta;0;92,576;0;37,376;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;18;Bruta;0;94,528;0;39,136;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;19;Bruta;0;84,528;0;34,4;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;20;Bruta;0;88,736;0;35,936;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;21;Bruta;0;82,416;0;33,712;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;22;Bruta;0;84,976;0;34,704;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;23;Bruta;0;76,304;0;28,512;Inspeção Lógica;
SPCBEDENTR101;11/12/2019;24;Bruta;0;65,456;0;24,32;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;1;Bruta;0;59,152;0;23,888;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;2;Bruta;0;61,52;0;23,952;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;3;Bruta;0;59,776;0;23,744;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;4;Bruta;0;63,456;0;23,856;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;5;Bruta;0;64,672;0;23,296;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;6;Bruta;0;77,792;0;29,088;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;7;Bruta;0;85,024;0;34,032;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;8;Bruta;0;90,512;0;36,432;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;9;Bruta;0;88,016;0;34,864;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;10;Bruta;0;97,312;0;39,408;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;11;Bruta;0;103,664;0;41,072;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;12;Bruta;0;88,976;0;36,576;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;13;Bruta;0;103,296;0;40,144;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;14;Bruta;0;101,248;0;37,744;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;15;Bruta;0;105,952;0;42,608;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;16;Bruta;0;103,584;0;42,752;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;17;Bruta;0;98,352;0;40,784;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;18;Bruta;0;89,392;0;37,184;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;19;Bruta;0;95,104;0;39,472;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;20;Bruta;0;93,776;0;37,84;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;21;Bruta;0;86,752;0;36,032;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;22;Bruta;0;94,88;0;37,968;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;23;Bruta;0;83,552;0;31,184;Inspeção Lógica;
SPCBEDENTR101;12/12/2019;24;Bruta;0;69,312;0;26,704;Inspeção Lógica;
SPCBEDENTR101;13/12/2019;1;Bruta;0;65,616;0;28,464;Inspeção Lógica;
SPCBEDENTR101;13/12/2019;2;Bruta;0;65,2;0;26,288;Inspeção Lógica;
