Tipo de Relatório: Origem de Dados da Coleta.;;;;;;;;;
Tipo de Agente: Conectante | Nome:  BARBOSA 1;;;;;;;;;
Periodo Solicitado: 12/2019;;;;;;;;;
Ponto de Medição;Data;Hora;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Origem da Coleta;Notificação de Coleta
SPCBGNENTR101;27/12/2019;15;Liquida;0;155,264;0;18,256;Coleta Diária;
SPCBGNENTR101;27/12/2019;16;Liquida;0;151,952;2,544;3,536;Coleta Diária;
SPCBGNENTR101;27/12/2019;17;Liquida;0;149,888;3,056;0,352;Coleta Diária;
SPCBGNENTR101;27/12/2019;18;Liquida;0;145,728;3,216;6,592;Coleta Diária;
SPCBGNENTR101;27/12/2019;19;Liquida;0;142,896;0;12,016;Coleta Diária;
SPCBGNENTR101;27/12/2019;20;Liquida;0;143,136;0,016;8;Coleta Diária;
SPCBGNENTR101;27/12/2019;21;Liquida;0;141,824;0,016;7,136;Coleta Diária;
SPCBGNENTR101;27/12/2019;22;Liquida;0;143,44;0;10;Coleta Diária;
SPCBGNENTR101;27/12/2019;23;Liquida;0;130,4;0,768;19,088;Coleta Diária;
SPCBGNENTR101;27/12/2019;24;Liquida;0;126,784;0;6,832;Coleta Diária;
SPCBGNENTR101;28/12/2019;1;Liquida;0;105,488;0,048;13,552;Coleta Diária;
SPCBGNENTR101;28/12/2019;2;Liquida;0;103,168;0;27,728;Coleta Diária;
SPCBGNENTR101;28/12/2019;3;Liquida;0;101,168;0;21,984;Coleta Diária;
SPCBGNENTR101;28/12/2019;4;Liquida;0;100,16;0;21,6;Coleta Diária;
SPCBGNENTR101;28/12/2019;5;Liquida;0;97,808;0;20,88;Coleta Diária;
SPCBGNENTR101;28/12/2019;6;Liquida;0;106,144;0;12,384;Coleta Diária;
SPCBGNENTR101;28/12/2019;7;Liquida;0;135,552;0;14,176;Coleta Diária;
SPCBGNENTR101;28/12/2019;8;Liquida;0;145,312;0;12,16;Coleta Diária;
SPCBGNENTR101;28/12/2019;9;Liquida;0;149,888;0;16,032;Coleta Diária;
SPCBGNENTR101;28/12/2019;10;Liquida;0;148,8;0,192;11,648;Coleta Diária;
SPCBGNENTR101;28/12/2019;11;Liquida;0;154,416;1,68;1,328;Coleta Diária;
SPCBGNENTR101;28/12/2019;12;Liquida;0;156,768;0,496;2,064;Coleta Diária;
SPCBGNENTR101;28/12/2019;13;Liquida;0;158,8;0,288;3,904;Coleta Diária;
SPCBGNENTR101;28/12/2019;14;Liquida;0;161,216;0,144;4,096;Coleta Diária;
SPCBGNENTR101;28/12/2019;15;Liquida;0;161,696;0,464;3,344;Coleta Diária;
SPCBGNENTR101;28/12/2019;16;Liquida;0;159,488;1,12;2,912;Coleta Diária;
SPCBGNENTR101;28/12/2019;17;Liquida;0;155,184;0,384;3,04;Coleta Diária;
SPCBGNENTR101;28/12/2019;18;Liquida;0;152,096;2,016;0,176;Coleta Diária;
SPCBGNENTR101;28/12/2019;19;Liquida;0;147,488;3,216;0,32;Coleta Diária;
SPCBGNENTR101;28/12/2019;20;Liquida;0;149,392;6,384;0,048;Coleta Diária;
SPCBGNENTR101;28/12/2019;21;Liquida;0;149,568;6,912;0,048;Coleta Diária;
SPCBGNENTR101;28/12/2019;22;Liquida;0;149,104;5,424;0,016;Coleta Diária;
SPCBGNENTR101;28/12/2019;23;Liquida;0;138,016;10,656;0,016;Coleta Diária;
SPCBGNENTR101;28/12/2019;24;Liquida;0;125,104;7,968;0,016;Coleta Diária;
SPCBGNENTR101;29/12/2019;1;Liquida;0;110,928;8,128;0,08;Coleta Diária;
SPCBGNENTR101;29/12/2019;2;Liquida;0;105,568;0,48;21,2;Coleta Diária;
SPCBGNENTR101;29/12/2019;3;Liquida;0;103,84;0;22,272;Coleta Diária;
SPCBGNENTR101;29/12/2019;4;Liquida;0;102,64;0;21,712;Coleta Diária;
SPCBGNENTR101;29/12/2019;5;Liquida;0;101,76;0;21,616;Coleta Diária;
SPCBGNENTR101;29/12/2019;6;Liquida;0;106,272;0,016;13,168;Coleta Diária;
SPCBGNENTR101;29/12/2019;7;Liquida;0;132,752;0;15,424;Coleta Diária;
SPCBGNENTR101;29/12/2019;8;Liquida;0;140,48;0;10,656;Coleta Diária;
SPCBGNENTR101;29/12/2019;9;Liquida;0;147,488;0;13,856;Coleta Diária;
SPCBGNENTR101;29/12/2019;10;Liquida;0;151,616;0;15,232;Coleta Diária;
SPCBGNENTR101;29/12/2019;11;Liquida;0;150,112;0;14,8;Coleta Diária;
SPCBGNENTR101;29/12/2019;12;Liquida;0;151,2;0;15,552;Coleta Diária;
SPCBGNENTR101;29/12/2019;13;Liquida;0;154,752;0;18,544;Coleta Diária;
SPCBGNENTR101;29/12/2019;14;Liquida;0;157,088;0;19,168;Coleta Diária;
SPCBGNENTR101;29/12/2019;15;Liquida;0;156,08;0;18,256;Coleta Diária;
SPCBGNENTR101;29/12/2019;16;Liquida;0;151,072;0;15,232;Coleta Diária;
SPCBGNENTR101;29/12/2019;17;Liquida;0;150,704;0;16,384;Coleta Diária;
SPCBGNENTR101;29/12/2019;18;Liquida;0;143,952;0;11,792;Coleta Diária;
SPCBGNENTR101;29/12/2019;19;Liquida;0;145,504;0;13,152;Coleta Diária;
SPCBGNENTR101;29/12/2019;20;Liquida;0;143,648;0;9,936;Coleta Diária;
SPCBGNENTR101;29/12/2019;21;Liquida;0;143,776;0;8,672;Coleta Diária;
SPCBGNENTR101;29/12/2019;22;Liquida;0;142,432;0;11,296;Coleta Diária;
SPCBGNENTR101;29/12/2019;23;Liquida;0;111,248;1,568;17,664;Coleta Diária;
SPCBGNENTR101;29/12/2019;24;Liquida;0;102,944;0;21,76;Coleta Diária;
SPCBGNENTR101;30/12/2019;1;Liquida;0;104,576;0;23,872;Coleta Diária;
SPCBGNENTR101;30/12/2019;2;Liquida;0;103,248;0;25,184;Coleta Diária;
SPCBGNENTR101;30/12/2019;3;Liquida;0;100,672;0;21,152;Coleta Diária;
SPCBGNENTR101;30/12/2019;4;Liquida;0;100,176;0;20,912;Coleta Diária;
SPCBGNENTR101;30/12/2019;5;Liquida;0;99,328;0;21,296;Coleta Diária;
SPCBGNENTR101;30/12/2019;6;Liquida;0;105,84;0,064;8,688;Coleta Diária;
SPCBGNENTR101;30/12/2019;7;Liquida;0;130,752;0;11,264;Coleta Diária;
SPCBGNENTR101;30/12/2019;8;Liquida;0;141,408;0;10,256;Coleta Diária;
SPCBGNENTR101;30/12/2019;9;Liquida;0;148,208;0;13,872;Coleta Diária;
SPCBGNENTR101;30/12/2019;10;Liquida;0;148,912;0;12,688;Coleta Diária;
SPCBGNENTR101;30/12/2019;11;Liquida;0;150,896;0;14,992;Coleta Diária;
SPCBGNENTR101;30/12/2019;12;Liquida;0;155,12;0;17,392;Coleta Diária;
SPCBGNENTR101;30/12/2019;13;Liquida;0;158,96;0;12,272;Coleta Diária;
SPCBGNENTR101;30/12/2019;14;Liquida;0;163,872;0;8,048;Coleta Diária;
SPCBGNENTR101;30/12/2019;15;Liquida;0;162,656;0,304;4,72;Coleta Diária;
SPCBGNENTR101;30/12/2019;16;Liquida;0;157,776;1,12;2,16;Coleta Diária;
SPCBGNENTR101;30/12/2019;17;Liquida;0;154,944;0,864;1,584;Coleta Diária;
SPCBGNENTR101;30/12/2019;18;Liquida;0;154,736;2,048;0,64;Coleta Diária;
SPCBGNENTR101;30/12/2019;19;Liquida;0;147,984;3,52;0,672;Coleta Diária;
SPCBGNENTR101;30/12/2019;20;Liquida;0;146;5,424;0,176;Coleta Diária;
SPCBGNENTR101;30/12/2019;21;Liquida;0;146,384;6,224;0,128;Coleta Diária;
SPCBGNENTR101;30/12/2019;22;Liquida;0;149,616;5,504;0,032;Coleta Diária;
SPCBGNENTR101;30/12/2019;23;Liquida;0;135,184;11,728;0,032;Coleta Diária;
SPCBGNENTR101;30/12/2019;24;Liquida;0;124,448;9,92;0,064;Coleta Diária;
SPCBGNENTR101;31/12/2019;1;Liquida;0;106,368;12,464;0,08;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;2;Liquida;0;99,76;1,76;16,976;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;3;Liquida;0;98,496;0;19,744;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;4;Liquida;0;96,784;0;18,704;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;5;Liquida;0;96,704;0;19,52;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;6;Liquida;0;102,896;0,016;10,752;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;7;Liquida;0;133,376;0;19,888;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;8;Liquida;0;147,024;0;12,304;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;9;Liquida;0;152;0;17,616;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;10;Liquida;0;155,632;0;17,648;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;11;Liquida;0;166,448;0;12,96;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;12;Liquida;0;165,632;0;6,848;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;13;Liquida;0;160,32;0,048;5,024;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;14;Liquida;0;163,488;0,08;4,64;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;15;Liquida;0;163,584;0,448;6,24;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;16;Liquida;0;152,096;2,432;0,672;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;17;Liquida;0;153,856;3,44;0,336;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;18;Liquida;0;149,968;2,992;0,128;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;19;Liquida;0;143,984;3,84;0,064;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;20;Liquida;0;142,384;6,672;0,048;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;21;Liquida;0;120,368;0,752;20,48;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;22;Liquida;0;104,944;0;21,904;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;23;Liquida;0;88,512;0;18,624;Inspeção Lógica;
SPCBGNENTR101;31/12/2019;24;Liquida;0;95,264;0;19,184;Inspeção Lógica;
SPSBBRENTR101;01/12/2019;1;Liquida;0;157,5;0;113,925;Coleta Diária;
SPSBBRENTR101;01/12/2019;2;Liquida;0;146,475;0;110,355;Coleta Diária;
SPSBBRENTR101;01/12/2019;3;Liquida;0;142,8;0;110,67;Coleta Diária;
SPSBBRENTR101;01/12/2019;4;Liquida;0;144,585;0;110,565;Coleta Diária;
SPSBBRENTR101;01/12/2019;5;Liquida;0;136,92;0;105,42;Coleta Diária;
SPSBBRENTR101;01/12/2019;6;Liquida;0;170,205;0;108,57;Coleta Diária;
SPSBBRENTR101;01/12/2019;7;Liquida;0;198,03;0;115,71;Coleta Diária;
SPSBBRENTR101;01/12/2019;8;Liquida;0;220,71;0;115,815;Coleta Diária;
SPSBBRENTR101;01/12/2019;9;Liquida;0;223,755;0;115,71;Coleta Diária;
SPSBBRENTR101;01/12/2019;10;Liquida;0;234,465;0;122,115;Coleta Diária;
SPSBBRENTR101;01/12/2019;11;Liquida;0;226,905;0;117,6;Coleta Diária;
SPSBBRENTR101;01/12/2019;12;Liquida;0;226,38;0;124,95;Coleta Diária;
SPSBBRENTR101;01/12/2019;13;Liquida;0;231,525;0;128,1;Coleta Diária;
SPSBBRENTR101;01/12/2019;14;Liquida;0;236,355;0;126,63;Coleta Diária;
SPSBBRENTR101;01/12/2019;15;Liquida;0;231,63;0;126,735;Coleta Diária;
SPSBBRENTR101;01/12/2019;16;Liquida;0;229,74;0;130,725;Coleta Diária;
SPSBBRENTR101;01/12/2019;17;Liquida;0;229,95;0;128,835;Coleta Diária;
SPSBBRENTR101;01/12/2019;18;Liquida;0;227,745;0;123,69;Coleta Diária;
SPSBBRENTR101;01/12/2019;19;Liquida;0;221,445;0;118,545;Coleta Diária;
SPSBBRENTR101;01/12/2019;20;Liquida;0;222,6;0;118,02;Coleta Diária;
SPSBBRENTR101;01/12/2019;21;Liquida;0;194,25;0;115,29;Coleta Diária;
SPSBBRENTR101;01/12/2019;22;Liquida;0;148,575;0;110,565;Coleta Diária;
SPSBBRENTR101;01/12/2019;23;Liquida;0;143,325;0;110,46;Coleta Diária;
SPSBBRENTR101;01/12/2019;24;Liquida;0;142,065;0;112,35;Coleta Diária;
SPSBBRENTR101;02/12/2019;1;Liquida;0;147,63;0;112,035;Coleta Diária;
SPSBBRENTR101;02/12/2019;2;Liquida;0;143,325;0;105,84;Coleta Diária;
SPSBBRENTR101;02/12/2019;3;Liquida;0;142,8;0;110,145;Coleta Diária;
SPSBBRENTR101;02/12/2019;4;Liquida;0;137,76;0;109,725;Coleta Diária;
SPSBBRENTR101;02/12/2019;5;Liquida;0;138,495;0;107,73;Coleta Diária;
SPSBBRENTR101;02/12/2019;6;Liquida;0;177,87;0;107,1;Coleta Diária;
SPSBBRENTR101;02/12/2019;7;Liquida;0;194,67;0;103,005;Coleta Diária;
SPSBBRENTR101;02/12/2019;8;Liquida;0;216,93;0;110,775;Coleta Diária;
SPSBBRENTR101;02/12/2019;9;Liquida;0;209,475;0;109,095;Coleta Diária;
SPSBBRENTR101;02/12/2019;10;Liquida;0;203,91;0;108,675;Coleta Diária;
SPSBBRENTR101;02/12/2019;11;Liquida;0;205,38;0;108,255;Coleta Diária;
SPSBBRENTR101;02/12/2019;12;Liquida;0;209,685;0;107,625;Coleta Diária;
SPSBBRENTR101;02/12/2019;13;Liquida;0;208,95;0;115,185;Coleta Diária;
SPSBBRENTR101;02/12/2019;14;Liquida;0;199,5;0;106,47;Coleta Diária;
SPSBBRENTR101;02/12/2019;15;Liquida;0;209,37;0;111,51;Coleta Diária;
SPSBBRENTR101;02/12/2019;16;Liquida;0;203,28;0;107,1;Coleta Diária;
SPSBBRENTR101;02/12/2019;17;Liquida;0;198,765;0;109,935;Coleta Diária;
SPSBBRENTR101;02/12/2019;18;Liquida;0;204,96;0;115,185;Coleta Diária;
SPSBBRENTR101;02/12/2019;19;Liquida;0;205,8;0;113,925;Coleta Diária;
SPSBBRENTR101;02/12/2019;20;Liquida;0;184,485;0;93,555;Coleta Diária;
SPSBBRENTR101;02/12/2019;21;Liquida;0;204,75;0;114,975;Coleta Diária;
SPSBBRENTR101;02/12/2019;22;Liquida;0;200,445;0;116,865;Coleta Diária;
SPSBBRENTR101;02/12/2019;23;Liquida;0;161,385;0;108,255;Coleta Diária;
SPSBBRENTR101;02/12/2019;24;Liquida;0;148,995;0;95,34;Coleta Diária;
SPSBBRENTR101;03/12/2019;1;Liquida;0;159,285;0;101,43;Coleta Diária;
SPSBBRENTR101;03/12/2019;2;Liquida;0;141,12;0;99,12;Coleta Diária;
SPSBBRENTR101;03/12/2019;3;Liquida;0;147;0;99,12;Coleta Diária;
SPSBBRENTR101;03/12/2019;4;Liquida;0;144,9;0;93,66;Coleta Diária;
SPSBBRENTR101;03/12/2019;5;Liquida;0;136,08;0;92,295;Coleta Diária;
SPSBBRENTR101;03/12/2019;6;Liquida;0;175,455;0;100,695;Coleta Diária;
SPSBBRENTR101;03/12/2019;7;Liquida;0;200,235;0;106,575;Coleta Diária;
SPSBBRENTR101;03/12/2019;8;Liquida;0;192,15;0;95,445;Coleta Diária;
SPSBBRENTR101;03/12/2019;9;Liquida;0;208,425;0;112,875;Coleta Diária;
SPSBBRENTR101;03/12/2019;10;Liquida;0;198,765;0;107,31;Coleta Diária;
SPSBBRENTR101;03/12/2019;11;Liquida;0;194,985;0;97,965;Coleta Diária;
SPSBBRENTR101;03/12/2019;12;Liquida;0;206,325;0;106,47;Coleta Diária;
SPSBBRENTR101;03/12/2019;13;Liquida;0;214,2;0;114,87;Coleta Diária;
SPSBBRENTR101;03/12/2019;14;Liquida;0;208,215;0;112,875;Coleta Diária;
SPSBBRENTR101;03/12/2019;15;Liquida;0;213,78;0;114,135;Coleta Diária;
SPSBBRENTR101;03/12/2019;16;Liquida;0;210,945;0;113,19;Coleta Diária;
SPSBBRENTR101;03/12/2019;17;Liquida;0;202,545;0;107,94;Coleta Diária;
SPSBBRENTR101;03/12/2019;18;Liquida;0;205,17;0;116,655;Coleta Diária;
SPSBBRENTR101;03/12/2019;19;Liquida;0;210,315;0;118,335;Coleta Diária;
SPSBBRENTR101;03/12/2019;20;Liquida;0;199,92;0;112,875;Coleta Diária;
SPSBBRENTR101;03/12/2019;21;Liquida;0;206,22;0;115,185;Coleta Diária;
SPSBBRENTR101;03/12/2019;22;Liquida;0;204,855;0;113,715;Coleta Diária;
SPSBBRENTR101;03/12/2019;23;Liquida;0;166,635;0;106,995;Coleta Diária;
SPSBBRENTR101;03/12/2019;24;Liquida;0;157,185;0;97,23;Coleta Diária;
SPSBBRENTR101;04/12/2019;1;Liquida;0;171,045;0;103,32;Coleta Diária;
SPSBBRENTR101;04/12/2019;2;Liquida;0;156,24;0;100,38;Coleta Diária;
SPSBBRENTR101;04/12/2019;3;Liquida;0;161,175;0;100,065;Coleta Diária;
SPSBBRENTR101;04/12/2019;4;Liquida;0;163,065;0;99,33;Coleta Diária;
SPSBBRENTR101;04/12/2019;5;Liquida;0;157,92;0;95,76;Coleta Diária;
SPSBBRENTR101;04/12/2019;6;Liquida;0;179,13;0;103,635;Coleta Diária;
SPSBBRENTR101;04/12/2019;7;Liquida;0;216,615;0;115,815;Coleta Diária;
SPSBBRENTR101;04/12/2019;8;Liquida;0;213,885;0;107,835;Coleta Diária;
SPSBBRENTR101;04/12/2019;9;Liquida;0;221,865;0;112,455;Coleta Diária;
SPSBBRENTR101;04/12/2019;10;Liquida;0;218,505;0;115,5;Coleta Diária;
SPSBBRENTR101;04/12/2019;11;Liquida;0;220,815;0;113,925;Coleta Diária;
SPSBBRENTR101;04/12/2019;12;Liquida;0;228,06;0;111,09;Coleta Diária;
SPSBBRENTR101;04/12/2019;13;Liquida;0;235,62;0;116,34;Coleta Diária;
SPSBBRENTR101;04/12/2019;14;Liquida;0;232,575;0;114,87;Coleta Diária;
SPSBBRENTR101;04/12/2019;15;Liquida;0;231,63;0;121,485;Coleta Diária;
SPSBBRENTR101;04/12/2019;16;Liquida;0;235,2;0;121,59;Coleta Diária;
SPSBBRENTR101;04/12/2019;17;Liquida;0;230,58;0;120,75;Coleta Diária;
SPSBBRENTR101;04/12/2019;18;Liquida;0;227,01;0;123,06;Coleta Diária;
SPSBBRENTR101;04/12/2019;19;Liquida;0;232,155;0;124,95;Coleta Diária;
SPSBBRENTR101;04/12/2019;20;Liquida;0;227,64;0;120,855;Coleta Diária;
SPSBBRENTR101;04/12/2019;21;Liquida;0;217,875;0;114,555;Coleta Diária;
SPSBBRENTR101;04/12/2019;22;Liquida;0;220,395;0;122,85;Coleta Diária;
SPSBBRENTR101;04/12/2019;23;Liquida;0;176,295;0;118,44;Coleta Diária;
SPSBBRENTR101;04/12/2019;24;Liquida;0;147,525;0;107,415;Coleta Diária;
SPSBBRENTR101;05/12/2019;1;Liquida;0;158,655;0;108,885;Coleta Diária;
SPSBBRENTR101;05/12/2019;2;Liquida;0;152,04;0;108,78;Coleta Diária;
SPSBBRENTR101;05/12/2019;3;Liquida;0;145,32;0;107,205;Coleta Diária;
SPSBBRENTR101;05/12/2019;4;Liquida;0;148,68;0;108,15;Coleta Diária;
SPSBBRENTR101;05/12/2019;5;Liquida;0;146,055;0;104,265;Coleta Diária;
SPSBBRENTR101;05/12/2019;6;Liquida;0;180,6;0;109,83;Coleta Diária;
SPSBBRENTR101;05/12/2019;7;Liquida;0;210,105;0;119,7;Coleta Diária;
SPSBBRENTR101;05/12/2019;8;Liquida;0;232,995;0;120,96;Coleta Diária;
SPSBBRENTR101;05/12/2019;9;Liquida;0;230,265;0;116,445;Coleta Diária;
SPSBBRENTR101;05/12/2019;10;Liquida;0;241,185;0;126,525;Coleta Diária;
SPSBBRENTR101;05/12/2019;11;Liquida;0;239,715;0;122,115;Coleta Diária;
SPSBBRENTR101;05/12/2019;12;Liquida;0;232,68;0;118,02;Coleta Diária;
SPSBBRENTR101;05/12/2019;13;Liquida;0;249,165;0;127,05;Coleta Diária;
SPSBBRENTR101;05/12/2019;14;Liquida;0;248,955;0;123,06;Coleta Diária;
SPSBBRENTR101;05/12/2019;15;Liquida;0;237,72;0;126,63;Coleta Diária;
SPSBBRENTR101;05/12/2019;16;Liquida;0;238,14;0;120,54;Coleta Diária;
SPSBBRENTR101;05/12/2019;17;Liquida;0;232,785;0;119,7;Coleta Diária;
SPSBBRENTR101;05/12/2019;18;Liquida;0;223,335;0;111,615;Coleta Diária;
SPSBBRENTR101;05/12/2019;19;Liquida;0;225,645;0;121,905;Coleta Diária;
SPSBBRENTR101;05/12/2019;20;Liquida;0;227,325;0;122,535;Coleta Diária;
SPSBBRENTR101;05/12/2019;21;Liquida;0;222,495;0;120,435;Coleta Diária;
SPSBBRENTR101;05/12/2019;22;Liquida;0;221,34;0;119,595;Coleta Diária;
SPSBBRENTR101;05/12/2019;23;Liquida;0;172,305;0;116,445;Coleta Diária;
SPSBBRENTR101;05/12/2019;24;Liquida;0;149,73;0;111,195;Coleta Diária;
SPSBBRENTR101;06/12/2019;1;Liquida;0;159,18;0;111,93;Coleta Diária;
SPSBBRENTR101;06/12/2019;2;Liquida;0;154,14;0;114,87;Coleta Diária;
SPSBBRENTR101;06/12/2019;3;Liquida;0;148,26;0;113,715;Coleta Diária;
SPSBBRENTR101;06/12/2019;4;Liquida;0;149,1;0;113,82;Coleta Diária;
SPSBBRENTR101;06/12/2019;5;Liquida;0;150,675;0;111,09;Coleta Diária;
SPSBBRENTR101;06/12/2019;6;Liquida;0;177,66;0;111,09;Coleta Diária;
SPSBBRENTR101;06/12/2019;7;Liquida;0;203,7;0;112,245;Coleta Diária;
SPSBBRENTR101;06/12/2019;8;Liquida;0;220,71;0;117,81;Coleta Diária;
SPSBBRENTR101;06/12/2019;9;Liquida;0;222,81;0;112,875;Coleta Diária;
SPSBBRENTR101;06/12/2019;10;Liquida;0;210,63;0;110,985;Coleta Diária;
SPSBBRENTR101;06/12/2019;11;Liquida;0;218,925;0;114,03;Coleta Diária;
SPSBBRENTR101;06/12/2019;12;Liquida;0;216,825;0;117,495;Coleta Diária;
SPSBBRENTR101;06/12/2019;13;Liquida;0;213,045;0;113,4;Coleta Diária;
SPSBBRENTR101;06/12/2019;14;Liquida;0;215,04;0;112,14;Coleta Diária;
SPSBBRENTR101;06/12/2019;15;Liquida;0;221,13;0;119,7;Coleta Diária;
SPSBBRENTR101;06/12/2019;16;Liquida;0;223,965;0;122,85;Coleta Diária;
SPSBBRENTR101;06/12/2019;17;Liquida;0;224,28;0;116,97;Coleta Diária;
SPSBBRENTR101;06/12/2019;18;Liquida;0;220,815;0;119,07;Coleta Diária;
SPSBBRENTR101;06/12/2019;19;Liquida;0;226,17;0;122,01;Coleta Diária;
SPSBBRENTR101;06/12/2019;20;Liquida;0;220,605;0;120,75;Coleta Diária;
SPSBBRENTR101;06/12/2019;21;Liquida;0;217,245;0;116,865;Coleta Diária;
SPSBBRENTR101;06/12/2019;22;Liquida;0;210;0;116,13;Coleta Diária;
SPSBBRENTR101;06/12/2019;23;Liquida;0;181,545;0;111,615;Coleta Diária;
SPSBBRENTR101;06/12/2019;24;Liquida;0;146,265;0;110,67;Coleta Diária;
SPSBBRENTR101;07/12/2019;1;Liquida;0;154,665;0;106,68;Coleta Diária;
SPSBBRENTR101;07/12/2019;2;Liquida;0;139,23;0;109,095;Coleta Diária;
SPSBBRENTR101;07/12/2019;3;Liquida;0;144,06;0;110,67;Coleta Diária;
SPSBBRENTR101;07/12/2019;4;Liquida;0;135,03;0;106,47;Coleta Diária;
SPSBBRENTR101;07/12/2019;5;Liquida;0;132,825;0;98,07;Coleta Diária;
SPSBBRENTR101;07/12/2019;6;Liquida;0;161,595;0;103,95;Coleta Diária;
SPSBBRENTR101;07/12/2019;7;Liquida;0;205,065;0;111,3;Coleta Diária;
SPSBBRENTR101;07/12/2019;8;Liquida;0;228,69;0;117,39;Coleta Diária;
SPSBBRENTR101;07/12/2019;9;Liquida;0;232,785;0;120,645;Coleta Diária;
SPSBBRENTR101;07/12/2019;10;Liquida;0;227,64;0;120,54;Coleta Diária;
SPSBBRENTR101;07/12/2019;11;Liquida;0;233,415;0;122,64;Coleta Diária;
SPSBBRENTR101;07/12/2019;12;Liquida;0;231,21;0;124,005;Coleta Diária;
SPSBBRENTR101;07/12/2019;13;Liquida;0;232,26;0;124,635;Coleta Diária;
SPSBBRENTR101;07/12/2019;14;Liquida;0;226,59;0;123,375;Coleta Diária;
SPSBBRENTR101;07/12/2019;15;Liquida;0;233,31;0;128,1;Coleta Diária;
SPSBBRENTR101;07/12/2019;16;Liquida;0;226,905;0;127,785;Coleta Diária;
SPSBBRENTR101;07/12/2019;17;Liquida;0;225,645;0;126,42;Coleta Diária;
SPSBBRENTR101;07/12/2019;18;Liquida;0;217,875;0;123,9;Coleta Diária;
SPSBBRENTR101;07/12/2019;19;Liquida;0;220,5;0;122,955;Coleta Diária;
SPSBBRENTR101;07/12/2019;20;Liquida;0;219,135;0;120,435;Coleta Diária;
SPSBBRENTR101;07/12/2019;21;Liquida;0;219,975;0;116,865;Coleta Diária;
SPSBBRENTR101;07/12/2019;22;Liquida;0;206,745;0;116,13;Coleta Diária;
SPSBBRENTR101;07/12/2019;23;Liquida;0;168,42;0;111,72;Coleta Diária;
SPSBBRENTR101;07/12/2019;24;Liquida;0;145,425;0;112,35;Coleta Diária;
SPSBBRENTR101;08/12/2019;1;Liquida;0;150,675;0;111,51;Coleta Diária;
SPSBBRENTR101;08/12/2019;2;Liquida;0;133,98;0;107,52;Coleta Diária;
SPSBBRENTR101;08/12/2019;3;Liquida;0;139,44;0;110,775;Coleta Diária;
SPSBBRENTR101;08/12/2019;4;Liquida;0;136,815;0;105,84;Coleta Diária;
SPSBBRENTR101;08/12/2019;5;Liquida;0;135,975;0;108,15;Coleta Diária;
SPSBBRENTR101;08/12/2019;6;Liquida;0;156,135;0;103,11;Coleta Diária;
SPSBBRENTR101;08/12/2019;7;Liquida;0;186,06;0;106,89;Coleta Diária;
SPSBBRENTR101;08/12/2019;8;Liquida;0;216,93;0;112,98;Coleta Diária;
SPSBBRENTR101;08/12/2019;9;Liquida;0;217,98;0;114,975;Coleta Diária;
SPSBBRENTR101;08/12/2019;10;Liquida;0;198,03;0;106,155;Coleta Diária;
SPSBBRENTR101;08/12/2019;11;Liquida;0;211,26;0;114,87;Coleta Diária;
SPSBBRENTR101;08/12/2019;12;Liquida;0;219,87;0;116,97;Coleta Diária;
SPSBBRENTR101;08/12/2019;13;Liquida;0;221,865;0;121,065;Coleta Diária;
SPSBBRENTR101;08/12/2019;14;Liquida;0;220,5;0;120,645;Coleta Diária;
SPSBBRENTR101;08/12/2019;15;Liquida;0;216,93;0;117,495;Coleta Diária;
SPSBBRENTR101;08/12/2019;16;Liquida;0;215,355;0;115,08;Coleta Diária;
SPSBBRENTR101;08/12/2019;17;Liquida;0;217,665;0;118,23;Coleta Diária;
SPSBBRENTR101;08/12/2019;18;Liquida;0;208,215;0;112,77;Coleta Diária;
SPSBBRENTR101;08/12/2019;19;Liquida;0;208,95;0;115,605;Coleta Diária;
SPSBBRENTR101;08/12/2019;20;Liquida;0;211,26;0;110,985;Coleta Diária;
SPSBBRENTR101;08/12/2019;21;Liquida;0;174,93;0;107,835;Coleta Diária;
SPSBBRENTR101;08/12/2019;22;Liquida;0;134,61;0;104,265;Coleta Diária;
SPSBBRENTR101;08/12/2019;23;Liquida;0;134,4;0;101,64;Coleta Diária;
