Tipo de Relatório: Medidas Consolidadas;;;;;;;;;;
Tipo de Agente: Conectante | Nome: BARBOSA 1;;;;;;;;;;
Periodo Solicitado de 01/12/2019 até 31/12/2019;;;;;;;;;;
Ponto de Medição;Data de Consolidação;Hora de Consolidação;Tipo de Energia;Ativa Geração (kWh);Ativa Consumo (kWh);Reativa Geração (kVArh);Reativa Consumo (kVArh);Qt Intervalos Faltantes;Situação da Medida;Motivo da Situação
SPASKCENTR101;10/12/2019;22;Liquida;0;86,384;0;40,416;0;Hora Completa Consistente;Consistido
SPASKCENTR101;10/12/2019;23;Liquida;0;81,36;0;35,264;0;Hora Completa Consistente;Consistido
SPASKCENTR101;10/12/2019;24;Liquida;0;66,832;0;32,352;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;1;Liquida;0;63,888;0;31,296;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;2;Liquida;0;60,928;0;30,56;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;3;Liquida;0;66,576;0;31,728;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;4;Liquida;0;59,856;0;28,512;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;5;Liquida;0;62,576;0;30,384;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;6;Liquida;0;74,56;0;34,896;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;7;Liquida;0;97,728;0;46,56;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;8;Liquida;0;98,08;0;45,264;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;9;Liquida;0;98,416;0;45,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;10;Liquida;0;95,84;0;46,4;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;11;Liquida;0;93,44;0;43,056;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;12;Liquida;0;100,608;0;45,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;13;Liquida;0;95,2;0;44,176;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;14;Liquida;0;101,648;0;46,928;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;15;Liquida;0;99,376;0;47,184;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;16;Liquida;0;97,888;0;46,448;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;17;Liquida;0;94,464;0;45,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;18;Liquida;0;96,464;0;47,232;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;19;Liquida;0;86,256;0;41,552;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;20;Liquida;0;90,56;0;43,536;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;21;Liquida;0;84,144;0;40,784;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;22;Liquida;0;86,736;0;42,016;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;23;Liquida;0;77,92;0;35,04;0;Hora Completa Consistente;Consistido
SPASKCENTR101;11/12/2019;24;Liquida;0;66,896;0;30,144;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;1;Liquida;0;60,544;0;29,376;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;2;Liquida;0;62,928;0;29,568;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;3;Liquida;0;61,152;0;29,28;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;4;Liquida;0;64,88;0;29,536;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;5;Liquida;0;66,112;0;28,992;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;6;Liquida;0;79,408;0;35,776;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;7;Liquida;0;86,8;0;41,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;8;Liquida;0;92,368;0;44,176;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;9;Liquida;0;89,808;0;42,256;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;10;Liquida;0;99,296;0;47,776;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;11;Liquida;0;105,776;0;50;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;12;Liquida;0;90,816;0;44,24;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;13;Liquida;0;105,376;0;48,992;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;14;Liquida;0;103,312;0;46,304;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;15;Liquida;0;108,128;0;51,776;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;16;Liquida;0;105,696;0;51,696;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;17;Liquida;0;100,352;0;49,216;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;18;Liquida;0;91,264;0;44,944;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;19;Liquida;0;97,056;0;47,664;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;20;Liquida;0;95,696;0;45,808;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;21;Liquida;0;88,544;0;43,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;22;Liquida;0;96,8;0;46,096;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;23;Liquida;0;85,28;0;38,272;0;Hora Completa Consistente;Consistido
SPASKCENTR101;12/12/2019;24;Liquida;0;70,816;0;32,816;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;1;Liquida;0;67,088;0;34,352;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;2;Liquida;0;66,672;0;32,224;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;3;Liquida;0;61,92;0;31,552;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;4;Liquida;0;66,112;0;33,072;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;5;Liquida;0;66,912;0;31,728;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;6;Liquida;0;82,832;0;36,72;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;7;Liquida;0;94,272;0;45,296;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;8;Liquida;0;103,488;0;47,136;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;9;Liquida;0;99,616;0;44,992;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;10;Liquida;0;105,92;0;47,472;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;11;Liquida;0;105,952;0;49,248;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;12;Liquida;0;106,352;0;49,36;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;13;Liquida;0;100,752;0;47,936;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;14;Liquida;0;102,8;0;47,376;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;15;Liquida;0;101,456;0;48,224;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;16;Liquida;0;103,984;0;50,384;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;17;Liquida;0;100,816;0;48,384;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;18;Liquida;0;99,392;0;42,944;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;19;Liquida;0;100,336;0;43,184;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;20;Liquida;0;98,064;0;42,4;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;21;Liquida;0;92,672;0;40,032;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;22;Liquida;0;95,2;0;40,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;23;Liquida;0;86,4;0;36,016;0;Hora Completa Consistente;Consistido
SPASKCENTR101;13/12/2019;24;Liquida;0;74,56;0;30,176;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;1;Liquida;0;69,248;0;27,488;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;2;Liquida;0;70,112;0;30,384;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;3;Liquida;0;69,552;0;27,328;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;4;Liquida;0;64,848;0;24,992;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;5;Liquida;0;70,832;0;29,616;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;6;Liquida;0;85,552;0;37,968;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;7;Liquida;0;98,88;0;42,416;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;8;Liquida;0;104,112;0;44,976;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;9;Liquida;0;99,6;0;43,328;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;10;Liquida;0;106,416;0;46,64;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;11;Liquida;0;105,296;0;46,224;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;12;Liquida;0;106,656;0;46,192;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;13;Liquida;0;108,448;0;46,832;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;14;Liquida;0;109,28;0;47,008;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;15;Liquida;0;106,768;0;48,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;16;Liquida;0;108,784;0;48,032;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;17;Liquida;0;100,304;0;43,744;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;18;Liquida;0;100,464;0;44,112;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;19;Liquida;0;99,936;0;42,752;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;20;Liquida;0;104,864;0;45,232;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;21;Liquida;0;97,552;0;42,96;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;22;Liquida;0;103,808;0;46,32;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;23;Liquida;0;87,808;0;35,968;0;Hora Completa Consistente;Consistido
SPASKCENTR101;14/12/2019;24;Liquida;0;70,592;0;28,16;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;1;Liquida;0;70,816;0;27,744;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;2;Liquida;0;71,504;0;30,464;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;3;Liquida;0;69,136;0;28,192;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;4;Liquida;0;69,296;0;26,896;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;5;Liquida;0;66;0;24,16;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;6;Liquida;0;88,064;0;37,088;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;7;Liquida;0;104,4;0;43,808;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;8;Liquida;0;102,64;0;41,824;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;9;Liquida;0;105,552;0;43,424;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;10;Liquida;0;113,136;0;46,8;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;11;Liquida;0;109,408;0;47,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;12;Liquida;0;106,288;0;46,592;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;13;Liquida;0;110,384;0;49,536;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;14;Liquida;0;113,28;0;48,896;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;15;Liquida;0;110,016;0;48,576;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;16;Liquida;0;106,304;0;45,872;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;17;Liquida;0;106,128;0;47,248;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;18;Liquida;0;106,08;0;46,72;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;19;Liquida;0;104,864;0;45,792;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;20;Liquida;0;100,512;0;43,616;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;21;Liquida;0;90,4;0;38,704;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;22;Liquida;0;73,968;0;32,512;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;23;Liquida;0;73,52;0;28,912;0;Hora Completa Consistente;Consistido
SPASKCENTR101;15/12/2019;24;Liquida;0;73,92;0;29,136;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;1;Liquida;0;65,936;0;27,232;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;2;Liquida;0;70,16;0;30,848;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;3;Liquida;0;67,104;0;27,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;4;Liquida;0;68,272;0;26,224;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;5;Liquida;0;65,952;0;25,776;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;6;Liquida;0;86,288;0;37,504;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;7;Liquida;0;96,608;0;40,032;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;8;Liquida;0;102,912;0;42,72;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;9;Liquida;0;104,848;0;43,696;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;10;Liquida;0;111,824;0;47,616;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;11;Liquida;0;110,496;0;45,408;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;12;Liquida;0;116,096;0;49,376;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;13;Liquida;0;108,688;0;45,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;14;Liquida;0;116;0;48,448;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;15;Liquida;0;111,872;0;47,952;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;16;Liquida;0;114,784;0;49,376;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;17;Liquida;0;107,728;0;46,416;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;18;Liquida;0;109,328;0;46,976;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;19;Liquida;0;100,912;0;44,528;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;20;Liquida;0;107,984;0;46,944;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;21;Liquida;0;102,432;0;44,064;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;22;Liquida;0;99,968;0;43,888;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;23;Liquida;0;97,456;0;39,712;0;Hora Completa Consistente;Consistido
SPASKCENTR101;16/12/2019;24;Liquida;0;86,32;0;35,824;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;1;Liquida;0;78,928;0;31,792;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;2;Liquida;0;77,6;0;35,904;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;3;Liquida;0;76,064;0;34,304;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;4;Liquida;0;73,504;0;28,112;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;5;Liquida;0;77,36;0;29,216;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;6;Liquida;0;88,144;0;37,792;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;7;Liquida;0;95,376;0;38,72;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;8;Liquida;0;100,672;0;41,664;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;9;Liquida;0;113,776;0;48,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;10;Liquida;0;108,272;0;47,104;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;11;Liquida;0;115,264;0;50,096;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;12;Liquida;0;110,768;0;46,96;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;13;Liquida;0;110,736;0;46,128;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;14;Liquida;0;106,192;0;44,592;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;15;Liquida;0;114,128;0;49,36;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;16;Liquida;0;111,264;0;48,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;17;Liquida;0;109,2;0;45,408;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;18;Liquida;0;104,144;0;44,4;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;19;Liquida;0;100,56;0;43,216;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;20;Liquida;0;104,384;0;44,976;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;21;Liquida;0;99,536;0;41,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;22;Liquida;0;96,912;0;41,632;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;23;Liquida;0;86,144;0;35,152;0;Hora Completa Consistente;Consistido
SPASKCENTR101;17/12/2019;24;Liquida;0;72,816;0;28,608;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;1;Liquida;0;69,408;0;27,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;2;Liquida;0;74,816;0;30,352;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;3;Liquida;0;71,616;0;29,36;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;4;Liquida;0;70,416;0;28,08;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;5;Liquida;0;68,832;0;25,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;6;Liquida;0;84,08;0;35,344;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;7;Liquida;0;90,816;0;39,216;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;8;Liquida;0;97,36;0;41,52;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;9;Liquida;0;103,744;0;42,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;10;Liquida;0;99,056;0;41,36;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;11;Liquida;0;96,576;0;40,816;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;12;Liquida;0;95,232;0;39,696;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;13;Liquida;0;104,576;0;45,328;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;14;Liquida;0;87,584;0;38,656;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;15;Liquida;0;103,136;0;45,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;16;Liquida;0;104,752;0;44,672;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;17;Liquida;0;106,512;0;46,368;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;18;Liquida;0;101,472;0;44,608;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;19;Liquida;0;100,208;0;42,4;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;20;Liquida;0;90,672;0;38,096;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;21;Liquida;0;99,248;0;42,784;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;22;Liquida;0;97,216;0;43,28;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;23;Liquida;0;84,128;0;35,232;0;Hora Completa Consistente;Consistido
SPASKCENTR101;18/12/2019;24;Liquida;0;76,064;0;28,768;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;1;Liquida;0;74,912;0;29,392;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;2;Liquida;0;67,392;0;27,184;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;3;Liquida;0;67,632;0;27,488;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;4;Liquida;0;67,408;0;25,216;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;5;Liquida;0;68,32;0;25,68;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;6;Liquida;0;81,632;0;32,736;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;7;Liquida;0;93,536;0;40,24;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;8;Liquida;0;96,288;0;40,944;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;9;Liquida;0;98,88;0;41,952;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;10;Liquida;0;101,824;0;43,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;11;Liquida;0;100,512;0;42,704;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;12;Liquida;0;103,216;0;42,512;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;13;Liquida;0;103,92;0;43,056;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;14;Liquida;0;104,08;0;44,336;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;15;Liquida;0;105,632;0;45,408;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;16;Liquida;0;103,824;0;43,696;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;17;Liquida;0;100,16;0;43,424;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;18;Liquida;0;99,808;0;44,656;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;19;Liquida;0;99,824;0;43,984;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;20;Liquida;0;95,088;0;40,56;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;21;Liquida;0;95,296;0;41,664;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;22;Liquida;0;94,48;0;40,464;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;23;Liquida;0;82,992;0;34,784;0;Hora Completa Consistente;Consistido
SPASKCENTR101;19/12/2019;24;Liquida;0;77,312;0;32,128;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;1;Liquida;0;72,448;0;28,016;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;2;Liquida;0;68,528;0;27,76;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;3;Liquida;0;66,912;0;27,92;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;4;Liquida;0;66,752;0;28,56;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;5;Liquida;0;75,264;0;29,856;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;6;Liquida;0;80,56;0;33,616;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;7;Liquida;0;92,592;0;39,744;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;8;Liquida;0;98,384;0;43,744;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;9;Liquida;0;101,76;0;43,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;10;Liquida;0;105,664;0;46,384;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;11;Liquida;0;102,288;0;43,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;12;Liquida;0;105,504;0;44,752;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;13;Liquida;0;106,784;0;46,912;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;14;Liquida;0;105,536;0;43,104;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;15;Liquida;0;104,224;0;45,536;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;16;Liquida;0;112,128;0;48,8;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;17;Liquida;0;107,728;0;46,784;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;18;Liquida;0;105,648;0;44,704;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;19;Liquida;0;101,872;0;44,208;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;20;Liquida;0;103,696;0;46,48;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;21;Liquida;0;97,76;0;41,664;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;22;Liquida;0;99,84;0;43,184;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;23;Liquida;0;89,664;0;37,648;0;Hora Completa Consistente;Consistido
SPASKCENTR101;20/12/2019;24;Liquida;0;83,712;0;35,072;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;1;Liquida;0;70;0;27,44;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;2;Liquida;0;69,248;0;27,12;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;3;Liquida;0;67,52;0;26,688;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;4;Liquida;0;68,848;0;30,8;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;5;Liquida;0;75,76;0;32,016;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;6;Liquida;0;88;0;36,16;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;7;Liquida;0;97,024;0;40,688;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;8;Liquida;0;109,68;0;45,728;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;9;Liquida;0;105,44;0;43,328;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;10;Liquida;0;105,44;0;45,2;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;11;Liquida;0;109,184;0;46,512;0;Hora Completa Consistente;Consistido
SPASKCENTR101;21/12/2019;12;Liquida;0;103,76;0;43,088;0;Hora Completa Consistente;Consistido
