Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 04/05/2020;;;;;;;;;
Período Solicitado de 01/03/2020 até 30/04/2020;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;1;491,4;0;478,8;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;2;488,88;0;534,24;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;3;488,88;0;506,52;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;4;483,84;0;516,6;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;5;486,36;0;511,56;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;6;483,84;0;476,28;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;7;443,52;0;453,6;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;8;441;0;400,68;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;9;448,56;0;272,16;2,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;10;488,88;0;93,24;27,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;11;519,12;0;32,76;52,92;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;12;521,64;0;70,56;30,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;13;521,64;0;63;40,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;14;524,16;0;2,52;126;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;15;506,52;0;2,52;83,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;16;501,48;0;27,72;63;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;17;511,56;0;90,72;30,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;18;506,52;0;252;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;19;521,64;0;22,68;131,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;20;524,16;0;0;98,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;21;526,68;0;55,44;42,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;22;536,76;0;257,04;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;23;534,24;0;383,04;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);01/04/2020;24;534,24;0;446,04;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;1;531,72;0;443,52;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;2;534,24;0;504;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;3;526,68;0;466,2;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;4;521,64;0;385,56;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;5;519,12;0;375,48;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;6;509,04;0;330,12;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;7;488,88;0;335,16;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;8;476,28;0;108,36;32,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;9;483,84;0;7,56;100,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;10;504;0;17,64;78,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;11;506,52;0;0;151,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;12;521,64;0;2,52;168,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;13;483,84;0;0;199,08;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;14;491,4;0;0;163,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;15;491,4;0;2,52;173,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;16;486,36;0;0;166,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;17;458,64;0;0;158,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;18;451,08;0;2,52;120,96;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;19;491,4;0;47,88;70,56;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;20;493,92;0;161,28;15,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;21;491,4;0;204,12;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;22;488,88;0;332,64;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;23;509,04;0;466,2;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);02/04/2020;24;488,88;0;299,88;35,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;1;481,32;0;0;88,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;2;483,84;0;25,2;68,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;3;488,88;0;65,52;50,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;4;483,84;0;65,52;42,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;5;483,84;0;57,96;45,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;6;468,72;0;7,56;80,64;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;7;446,04;0;47,88;52,92;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;8;446,04;0;0;156,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;9;461,16;0;2,52;133,56;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;10;471,24;0;0;128,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;11;504;0;2,52;100,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;12;481,32;0;0;128,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;13;476,28;0;0;128,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;14;473,76;0;2,52;141,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;15;403,2;0;2,52;194,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;16;330,12;0;0;272,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;17;322,56;0;0;118,44;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;18;315;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;19;337,68;0;0;274,68;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;20;340,2;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;21;337,68;0;0;209,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;22;340,2;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;23;345,24;0;309,96;17,64;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);03/04/2020;24;355,32;0;441;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;1;347,76;0;451,08;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;2;357,84;0;529,2;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;3;342,72;0;478,8;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;4;345,24;0;428,4;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;5;345,24;0;443,52;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;6;345,24;0;438,48;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;7;309,96;0;511,56;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;8;304,92;0;481,32;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;9;302,4;0;352,8;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;10;304,92;0;100,8;57,96;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;11;315;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;12;312,48;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;13;315;0;0;108,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;14;315;0;0;153,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;15;317,52;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;16;309,96;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;17;307,44;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;18;302,4;0;0;181,44;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;19;337,68;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;20;345,24;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;21;342,72;0;0;108,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;22;347,76;0;143,64;52,92;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;23;350,28;0;325,08;5,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);04/04/2020;24;350,28;0;410,76;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;1;355,32;0;362,88;2,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;2;350,28;0;433,44;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;3;347,76;0;317,52;15,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;4;350,28;0;430,92;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;5;347,76;0;438,48;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;6;342,72;0;420,84;2,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;7;304,92;0;385,56;2,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;8;309,96;0;63;60,48;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;9;304,92;0;0;148,68;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;10;299,88;0;0;148,68;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;11;304,92;0;0;241,92;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;12;317,52;0;0;284,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;13;312,48;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;14;312,48;0;0;131,04;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;15;315;0;37,8;83,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;16;322,56;0;372,96;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;17;317,52;0;385,56;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;18;309,96;0;345,24;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;19;330,12;0;5,04;118,44;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;20;340,2;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;21;345,24;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;22;342,72;0;42,84;70,56;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;23;342,72;0;25,2;93,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);05/04/2020;24;345,24;0;246,96;25,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;1;347,76;0;390,6;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;2;350,28;0;468,72;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;3;355,32;0;456,12;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;4;352,8;0;471,24;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;5;350,28;0;443,52;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;6;340,2;0;400,68;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;7;312,48;0;181,44;27,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;8;317,52;0;27,72;85,68;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;9;370,44;0;65,52;83,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;10;403,2;0;0;156,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;11;378;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;12;372,96;0;0;294,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;13;375,48;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;14;370,44;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;15;357,84;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;16;352,8;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;17;350,28;0;0;204,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;18;330,12;0;0;141,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;19;340,2;0;0;299,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;20;370,44;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;21;360,36;0;0;294,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;22;357,84;0;0;252;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;23;352,8;0;32,76;115,92;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);06/04/2020;24;345,24;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;1;347,76;0;0;289,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;2;340,2;0;0;219,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;3;347,76;0;0;105,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;4;342,72;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;5;347,76;0;0;100,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;6;337,68;0;0;221,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;7;307,44;0;105,84;168,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;8;317,52;0;17,64;173,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;9;325,08;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;10;337,68;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;11;347,76;0;0;289,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;12;345,24;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;13;322,56;0;0;299,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;14;320,04;0;0;299,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;15;322,56;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;16;317,52;0;0;302,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;17;320,04;0;0;302,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;18;315;0;0;277,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;19;330,12;0;0;302,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;20;367,92;0;0;294,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;21;355,32;0;0;297,36;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;22;345,24;0;0;259,56;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;23;335,16;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);07/04/2020;24;335,16;0;0;294,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;1;337,68;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;2;345,24;0;0;120,96;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;3;345,24;0;0;100,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;4;342,72;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;5;340,2;0;0;100,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;6;335,16;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;7;309,96;0;32,76;75,6;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;8;309,96;0;0;239,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;9;322,56;0;0;277,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;10;345,24;0;0;267,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;11;315;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;12;317,52;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;13;320,04;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;14;309,96;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;15;309,96;0;0;289,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;16;315;0;0;284,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;17;315;0;0;284,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;18;320,04;0;0;277,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;19;345,24;0;322,56;47,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;20;352,8;0;0;236,88;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;21;357,84;0;0;103,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;22;347,76;0;118,44;55,44;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;23;347,76;0;350,28;2,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);08/04/2020;24;350,28;0;441;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;1;352,8;0;476,28;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;2;352,8;0;448,56;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;3;350,28;0;423,36;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;4;347,76;0;430,92;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;5;350,28;0;420,84;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;6;340,2;0;378;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;7;320,04;0;362,88;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;8;327,6;0;183,96;50,4;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;9;332,64;0;10,08;209,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;10;337,68;0;0;277,2;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;11;352,8;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;12;370,44;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;13;337,68;0;0;282,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;14;309,96;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;15;317,52;0;0;282,24;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;16;309,96;0;0;284,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;17;299,88;0;0;289,8;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;18;297,36;0;0;294,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;19;320,04;0;0;292,32;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;20;350,28;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;21;345,24;0;0;191,52;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;22;340,2;0;20,16;95,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;23;337,68;0;78,12;78,12;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);09/04/2020;24;340,2;0;113,4;60,48;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;1;340,2;0;413,28;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;2;347,76;0;509,04;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;3;350,28;0;491,4;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;4;340,2;0;446,04;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;5;340,2;0;425,88;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;6;335,16;0;451,08;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;7;312,48;0;536,76;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;8;322,56;0;524,16;0;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;9;322,56;0;236,88;42,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;10;312,48;0;0;168,84;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;11;304,92;0;0;274,68;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;12;312,48;0;0;272,16;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;13;302,4;0;0;279,72;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;14;294,84;0;0;284,76;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;15;297,36;0;0;287,28;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;16;302,4;0;0;249,48;Completo;COLETA DIÁRIA
TOYOTA;SPTOYTTOYO107 (L);10/04/2020;17;299,88;0;0;287,28;Completo;COLETA DIÁRIA
